Sequence_ID	Locus_Tag	Position	Strand	Window_Size	GC_Content
TIGR4_NEG_SP_RS01740-331308-f	SP_RS01740	331308	+	81	28.4
TIGR4_NEG_SP_RS01740-331458-f	SP_RS01740	331458	+	81	30.86
TIGR4_NEG_SP_RS02595-509640-r	SP_RS02595	509640	-	81	35.8
TIGR4_NEG_SP_RS04045-776902-f	SP_RS04045	776902	+	81	35.8
TIGR4_NEG_SP_RS04155-796309-f	SP_RS04155	796309	+	81	28.4
TIGR4_NEG_SP_RS04165-796794-f	SP_RS04165	796794	+	81	32.1
TIGR4_NEG_SP_RS04645-891458-f	SP_RS04645	891458	+	81	29.63
TIGR4_NEG_SP_RS04645-891478-f	SP_RS04645	891478	+	81	29.63
TIGR4_NEG_SP_RS05890-1131723-r	SP_RS05890	1131723	-	81	34.57
TIGR4_NEG_SP_RS05890-1131883-r	SP_RS05890	1131883	-	81	32.1
TIGR4_NEG_SP_RS05970-1146677-r	SP_RS05970	1146677	-	81	30.86
TIGR4_NEG_SP_RS05970-1146927-r	SP_RS05970	1146927	-	81	32.1
TIGR4_NEG_SP_RS07460-1423081-r	SP_RS07460	1423081	-	81	35.8
TIGR4_NEG_SP_RS09730-1839783-r	SP_RS09730	1839783	-	81	33.33
TIGR4_NEG_SP_RS10835-2035713-r	SP_RS10835	2035713	-	81	32.1
TIGR4_NEG_SP_RS11515-20752-f	SP_RS11515	20752	+	81	33.33
TIGR4_NEG_SP_RS11690-319008-r	SP_RS11690	319008	-	81	34.57
TIGR4_NEG_SP_RS11690-319358-r	SP_RS11690	319358	-	81	33.33
TIGR4_NEG_SP_RS11690-319568-r	SP_RS11690	319568	-	81	34.57
TIGR4_NEG_SP_RS12045-891753-r	SP_RS12045	891753	-	81	32.1
TIGR4_NEG_SP_RS12045-892103-r	SP_RS12045	892103	-	81	34.57
TIGR4_NEG_SP_RS12090-985394-f	SP_RS12090	985394	+	81	35.8
TIGR4_NEG_SP_RS12150-1130880-r	SP_RS12150	1130880	-	81	33.33
TIGR4_NEG_SP_RS12175-1231724-r	SP_RS12175	1231724	-	81	32.1
TIGR4_NEG_SP_RS12175-1231804-r	SP_RS12175	1231804	-	81	35.8
