Sequence_ID	Locus_Tag	Position	Strand	Window_Size	GC_Content
TIGR4_NEG_SP_2231-2152747-f	SP_2231	2152747	+	81	32.1
TIGR4_NEG_SP_2235-2156155-r	SP_2235	2156155	-	81	38.27
TIGR4_NEG_SP_2239-2159657-f	SP_2239	2159657	+	81	37.04
TIGR4_NEG_SP_RS00155-26027-f	SP_RS00155	26027	+	81	48.15
TIGR4_NEG_SP_RS01250-229445-f	SP_RS01250	229445	+	81	39.51
TIGR4_NEG_SP_RS01495-279447-f	SP_RS01495	279447	+	81	30.86
TIGR4_NEG_SP_RS01940-371293-r	SP_RS01940	371293	-	81	35.8
TIGR4_NEG_SP_RS02290-444356-f	SP_RS02290	444356	+	81	38.27
TIGR4_NEG_SP_RS03180-622671-r	SP_RS03180	622671	-	81	37.04
TIGR4_NEG_SP_RS04045-776632-f	SP_RS04045	776632	+	81	46.91
TIGR4_NEG_SP_RS04045-777032-f	SP_RS04045	777032	+	81	37.04
TIGR4_NEG_SP_RS04045-777312-f	SP_RS04045	777312	+	81	44.44
TIGR4_NEG_SP_RS05915-1137824-r	SP_RS05915	1137824	-	81	50.62
TIGR4_NEG_SP_RS05970-1146717-r	SP_RS05970	1146717	-	81	37.04
TIGR4_NEG_SP_RS07460-1423081-r	SP_RS07460	1423081	-	81	35.8
TIGR4_NEG_SP_RS08480-1617995-f	SP_RS08480	1617995	+	81	50.62
TIGR4_NEG_SP_RS10215-1924930-r	SP_RS10215	1924930	-	81	29.63
TIGR4_NEG_SP_RS11565-117055-f	SP_RS11565	117055	+	81	23.46
TIGR4_NEG_SP_RS11655-275488-f	SP_RS11655	275488	+	81	33.33
TIGR4_NEG_SP_RS12005-832750-f	SP_RS12005	832750	+	81	45.68
TIGR4_NEG_SP_RS12110-1022271-f	SP_RS12110	1022271	+	81	32.1
TIGR4_NEG_SP_RS12150-1130880-r	SP_RS12150	1130880	-	81	33.33
TIGR4_NEG_SP_rrnaA16S-15709-f	SP_rrnaA16S	15709	+	81	53.09
TIGR4_NEG_SP_rrnaD23S-1811662-r	SP_rrnaD23S	1811662	-	81	41.98
TIGR4_NEG_SP_rrnaD23S-1813012-r	SP_rrnaD23S	1813012	-	81	48.15
