Sequence_ID	Locus_Tag	Position	Strand	Window_Size	GC_Content
TIGR4_NEG_SP_0862-808379-f	SP_0862	808379	+	81	33.33
TIGR4_NEG_SP_0865-812694-f	SP_0865	812694	+	81	43.21
TIGR4_NEG_SP_0868-814729-f	SP_0868	814729	+	81	37.04
TIGR4_NEG_SP_0870-816825-f	SP_0870	816825	+	81	43.21
TIGR4_NEG_SP_0871-817509-f	SP_0871	817509	+	81	44.44
TIGR4_NEG_SP_0871-817729-f	SP_0871	817729	+	81	35.8
TIGR4_NEG_SP_0871-817999-f	SP_0871	817999	+	81	39.51
TIGR4_NEG_SP_0871-818079-f	SP_0871	818079	+	81	40.74
TIGR4_NEG_SP_0871-818479-f	SP_0871	818479	+	81	37.04
TIGR4_NEG_SP_0871-818509-f	SP_0871	818509	+	81	39.51
TIGR4_NEG_SP_0872-819012-r	SP_0872	819012	-	81	44.44
TIGR4_NEG_SP_0872-819032-r	SP_0872	819032	-	81	46.91
TIGR4_NEG_SP_0872-819722-r	SP_0872	819722	-	81	45.68
TIGR4_NEG_SP_0872-819872-r	SP_0872	819872	-	81	39.51
TIGR4_NEG_SP_0873-820726-f	SP_0873	820726	+	81	34.57
TIGR4_NEG_SP_0873-820736-f	SP_0873	820736	+	81	38.27
TIGR4_NEG_SP_0873-820956-f	SP_0873	820956	+	81	30.86
TIGR4_NEG_SP_0873-821066-f	SP_0873	821066	+	81	41.98
TIGR4_NEG_SP_0875-822897-f	SP_0875	822897	+	81	35.8
TIGR4_NEG_SP_0876-823614-f	SP_0876	823614	+	81	40.74
TIGR4_NEG_SP_0877-824532-f	SP_0877	824532	+	81	43.21
TIGR4_NEG_SP_0877-825462-f	SP_0877	825462	+	81	48.15
TIGR4_NEG_SP_0877-825832-f	SP_0877	825832	+	81	44.44
TIGR4_NEG_SP_0878-826630-f	SP_0878	826630	+	81	41.98
TIGR4_NEG_SP_0878-826890-f	SP_0878	826890	+	81	45.68
TIGR4_NEG_SP_0878-827610-f	SP_0878	827610	+	81	39.51
TIGR4_NEG_SP_0880-829494-f	SP_0880	829494	+	81	48.15
TIGR4_NEG_SP_0881-831075-f	SP_0881	831075	+	81	48.15
TIGR4_NEG_SP_0882-831914-f	SP_0882	831914	+	81	37.04
TIGR4_NEG_SP_0886-835735-f	SP_0886	835735	+	81	32.1
TIGR4_NEG_SP_0886-836025-f	SP_0886	836025	+	81	44.44
TIGR4_NEG_SP_0886-836035-f	SP_0886	836035	+	81	41.98
TIGR4_NEG_SP_0886-836055-f	SP_0886	836055	+	81	40.74
TIGR4_NEG_SP_0890-838556-f	SP_0890	838556	+	81	32.1
TIGR4_NEG_SP_0892-840265-f	SP_0892	840265	+	81	34.57
TIGR4_NEG_SP_0892-840315-f	SP_0892	840315	+	81	37.04
TIGR4_NEG_SP_0892-841475-f	SP_0892	841475	+	81	39.51
TIGR4_NEG_SP_0892-841995-f	SP_0892	841995	+	81	38.27
TIGR4_NEG_SP_0892-842365-f	SP_0892	842365	+	81	40.74
TIGR4_NEG_SP_0892-842755-f	SP_0892	842755	+	81	45.68
TIGR4_NEG_SP_0892-842815-f	SP_0892	842815	+	81	34.57
TIGR4_NEG_SP_0892-842855-f	SP_0892	842855	+	81	33.33
TIGR4_NEG_SP_0894-845408-r	SP_0894	845408	-	81	43.21
TIGR4_NEG_SP_0895-847471-f	SP_0895	847471	+	81	38.27
TIGR4_NEG_SP_0895-847861-f	SP_0895	847861	+	81	33.33
TIGR4_NEG_SP_0895-848591-f	SP_0895	848591	+	81	33.33
TIGR4_NEG_SP_0895-848681-f	SP_0895	848681	+	81	45.68
TIGR4_NEG_SP_0895-849401-f	SP_0895	849401	+	81	29.63
TIGR4_NEG_SP_0895-849481-f	SP_0895	849481	+	81	24.69
TIGR4_NEG_SP_0896-850731-f	SP_0896	850731	+	81	45.68
TIGR4_NEG_SP_0897-852037-f	SP_0897	852037	+	81	35.8
TIGR4_NEG_SP_0897-852067-f	SP_0897	852067	+	81	34.57
TIGR4_NEG_SP_0904-857691-r	SP_0904	857691	-	81	41.98
TIGR4_NEG_SP_0908-861109-f	SP_0908	861109	+	81	44.44
TIGR4_NEG_SP_0908-861239-f	SP_0908	861239	+	81	44.44
TIGR4_NEG_SP_0908-862119-f	SP_0908	862119	+	81	45.68
TIGR4_NEG_SP_0912-864897-f	SP_0912	864897	+	81	41.98
TIGR4_NEG_SP_0913-865777-f	SP_0913	865777	+	81	43.21
TIGR4_NEG_SP_0913-866197-f	SP_0913	866197	+	81	29.63
TIGR4_NEG_SP_0913-866447-f	SP_0913	866447	+	81	34.57
TIGR4_NEG_SP_0913-866547-f	SP_0913	866547	+	81	37.04
TIGR4_NEG_SP_0915-868277-r	SP_0915	868277	-	81	41.98
TIGR4_NEG_SP_0920-874708-f	SP_0920	874708	+	81	55.56
TIGR4_NEG_SP_0921-875962-f	SP_0921	875962	+	81	45.68
TIGR4_NEG_SP_0922-876857-f	SP_0922	876857	+	81	33.33
TIGR4_NEG_SP_0923-877803-r	SP_0923	877803	-	81	39.51
TIGR4_NEG_SP_0923-877863-r	SP_0923	877863	-	81	48.15
TIGR4_NEG_SP_0923-878263-r	SP_0923	878263	-	81	41.98
TIGR4_NEG_SP_0925-879559-f	SP_0925	879559	+	81	32.1
TIGR4_NEG_SP_0927-880162-f	SP_0927	880162	+	81	33.33
TIGR4_NEG_SP_0928-880967-f	SP_0928	880967	+	81	43.21
TIGR4_NEG_SP_0930-882728-f	SP_0930	882728	+	81	33.33
TIGR4_NEG_SP_0932-885481-f	SP_0932	885481	+	81	44.44
TIGR4_NEG_SP_0932-885751-f	SP_0932	885751	+	81	44.44
TIGR4_NEG_SP_0932-886301-f	SP_0932	886301	+	81	46.91
TIGR4_NEG_SP_0936-888355-f	SP_0936	888355	+	81	46.91
TIGR4_NEG_SP_0938-889635-f	SP_0938	889635	+	81	44.44
TIGR4_NEG_SP_0950-898969-f	SP_0950	898969	+	81	29.63
TIGR4_NEG_SP_0954-902422-f	SP_0954	902422	+	81	46.91
TIGR4_NEG_SP_0955-903446-f	SP_0955	903446	+	81	46.91
TIGR4_NEG_SP_0955-903746-f	SP_0955	903746	+	81	37.04
TIGR4_NEG_SP_0955-904496-f	SP_0955	904496	+	81	41.98
TIGR4_NEG_SP_0955-904566-f	SP_0955	904566	+	81	43.21
TIGR4_NEG_SP_0957-905726-f	SP_0957	905726	+	81	40.74
TIGR4_NEG_SP_0958-906287-f	SP_0958	906287	+	81	43.21
TIGR4_NEG_SP_0958-906387-f	SP_0958	906387	+	81	30.86
TIGR4_NEG_SP_0965-911365-f	SP_0965	911365	+	81	41.98
TIGR4_NEG_SP_0965-911435-f	SP_0965	911435	+	81	39.51
TIGR4_NEG_SP_0965-911715-f	SP_0965	911715	+	81	39.51
TIGR4_NEG_SP_0965-911815-f	SP_0965	911815	+	81	40.74
TIGR4_NEG_SP_0965-912145-f	SP_0965	912145	+	81	38.27
TIGR4_NEG_SP_0965-912165-f	SP_0965	912165	+	81	39.51
TIGR4_NEG_SP_0965-912245-f	SP_0965	912245	+	81	35.8
TIGR4_NEG_SP_0965-912365-f	SP_0965	912365	+	81	37.04
TIGR4_NEG_SP_0965-912905-f	SP_0965	912905	+	81	40.74
TIGR4_NEG_SP_0966-913899-r	SP_0966	913899	-	81	50.62
TIGR4_NEG_SP_0969-915929-f	SP_0969	915929	+	81	46.91
TIGR4_NEG_SP_0969-916089-f	SP_0969	916089	+	81	40.74
TIGR4_NEG_SP_0972-918223-f	SP_0972	918223	+	81	48.15
TIGR4_NEG_SP_0975-919886-f	SP_0975	919886	+	81	40.74
TIGR4_NEG_SP_0975-920786-f	SP_0975	920786	+	81	49.38
TIGR4_NEG_SP_0975-921116-f	SP_0975	921116	+	81	45.68
TIGR4_NEG_SP_0978-923689-f	SP_0978	923689	+	81	35.8
TIGR4_NEG_SP_0979-925131-f	SP_0979	925131	+	81	45.68
TIGR4_NEG_SP_0981-927545-f	SP_0981	927545	+	81	41.98
TIGR4_NEG_SP_0987-931495-r	SP_0987	931495	-	81	43.21
TIGR4_NEG_SP_0987-931765-r	SP_0987	931765	-	81	37.04
TIGR4_NEG_SP_0994-936757-f	SP_0994	936757	+	81	40.74
TIGR4_NEG_SP_0994-937337-f	SP_0994	937337	+	81	35.8
TIGR4_NEG_SP_0999-940506-f	SP_0999	940506	+	81	30.86
TIGR4_NEG_SP_1001-942045-f	SP_1001	942045	+	81	48.15
TIGR4_NEG_SP_1001-942265-f	SP_1001	942265	+	81	41.98
TIGR4_NEG_SP_1001-942615-f	SP_1001	942615	+	81	44.44
TIGR4_NEG_SP_1001-942655-f	SP_1001	942655	+	81	46.91
TIGR4_NEG_SP_1001-942685-f	SP_1001	942685	+	81	40.74
TIGR4_NEG_SP_1001-942725-f	SP_1001	942725	+	81	39.51
TIGR4_NEG_SP_1002-943529-f	SP_1002	943529	+	81	41.98
TIGR4_NEG_SP_1002-943759-f	SP_1002	943759	+	81	43.21
TIGR4_NEG_SP_1003-946334-f	SP_1003	946334	+	81	38.27
TIGR4_NEG_SP_1004-947693-f	SP_1004	947693	+	81	41.98
TIGR4_NEG_SP_1004-947903-f	SP_1004	947903	+	81	44.44
TIGR4_NEG_SP_1004-948143-f	SP_1004	948143	+	81	35.8
TIGR4_NEG_SP_1004-949143-f	SP_1004	949143	+	81	40.74
TIGR4_NEG_SP_1008-952751-r	SP_1008	952751	-	81	46.91
TIGR4_NEG_SP_1008-953061-r	SP_1008	953061	-	81	41.98
TIGR4_NEG_SP_1009-954619-f	SP_1009	954619	+	81	39.51
TIGR4_NEG_SP_1009-954779-f	SP_1009	954779	+	81	32.1
TIGR4_NEG_SP_1014-958393-f	SP_1014	958393	+	81	48.15
TIGR4_NEG_SP_1014-958893-f	SP_1014	958893	+	81	44.44
TIGR4_NEG_SP_1016-960858-r	SP_1016	960858	-	81	40.74
TIGR4_NEG_SP_1016-960938-r	SP_1016	960938	-	81	45.68
TIGR4_NEG_SP_1016-961118-r	SP_1016	961118	-	81	46.91
TIGR4_NEG_SP_1016-961638-r	SP_1016	961638	-	81	49.38
TIGR4_NEG_SP_1020-964342-f	SP_1020	964342	+	81	50.62
TIGR4_NEG_SP_1024-966681-f	SP_1024	966681	+	81	41.98
TIGR4_NEG_SP_1025-967772-f	SP_1025	967772	+	81	30.86
TIGR4_NEG_SP_1025-968242-f	SP_1025	968242	+	81	38.27
TIGR4_NEG_SP_1027-969597-f	SP_1027	969597	+	81	37.04
TIGR4_NEG_SP_1027-969787-f	SP_1027	969787	+	81	44.44
TIGR4_NEG_SP_1029-971345-f	SP_1029	971345	+	81	40.74
TIGR4_NEG_SP_1032-974286-f	SP_1032	974286	+	81	40.74
TIGR4_NEG_SP_1040-979533-f	SP_1040	979533	+	81	32.1
TIGR4_NEG_SP_1040-979733-f	SP_1040	979733	+	81	39.51
TIGR4_NEG_SP_1040-980123-f	SP_1040	980123	+	81	41.98
TIGR4_NEG_SP_1052-989347-f	SP_1052	989347	+	81	32.1
TIGR4_NEG_SP_1052-989397-f	SP_1052	989397	+	81	28.4
TIGR4_NEG_SP_1057-994204-f	SP_1057	994204	+	81	27.16
TIGR4_NEG_SP_1068-1002757-f	SP_1068	1002757	+	81	28.4
TIGR4_NEG_SP_1068-1002897-f	SP_1068	1002897	+	81	40.74
TIGR4_NEG_SP_1068-1003647-f	SP_1068	1003647	+	81	34.57
TIGR4_NEG_SP_1069-1006186-f	SP_1069	1006186	+	81	38.27
TIGR4_NEG_SP_1069-1006236-f	SP_1069	1006236	+	81	40.74
TIGR4_NEG_SP_1072-1009370-f	SP_1072	1009370	+	81	41.98
TIGR4_NEG_SP_1072-1009720-f	SP_1072	1009720	+	81	50.62
TIGR4_NEG_SP_1073-1010313-f	SP_1073	1010313	+	81	44.44
TIGR4_NEG_SP_1073-1010493-f	SP_1073	1010493	+	81	46.91
TIGR4_NEG_SP_1076-1013389-f	SP_1076	1013389	+	81	37.04
TIGR4_NEG_SP_1081-1017429-f	SP_1081	1017429	+	81	34.57
TIGR4_NEG_SP_1083-1019108-f	SP_1083	1019108	+	81	43.21
TIGR4_NEG_SP_1087-1022745-f	SP_1087	1022745	+	81	53.09
TIGR4_NEG_SP_1087-1024275-f	SP_1087	1024275	+	81	38.27
TIGR4_NEG_SP_1087-1024395-f	SP_1087	1024395	+	81	40.74
TIGR4_NEG_SP_1087-1024585-f	SP_1087	1024585	+	81	49.38
TIGR4_NEG_SP_1094-1028182-r	SP_1094	1028182	-	81	44.44
TIGR4_NEG_SP_1094-1028412-r	SP_1094	1028412	-	81	41.98
TIGR4_NEG_SP_1095-1029027-r	SP_1095	1029027	-	81	41.98
TIGR4_NEG_SP_1098-1031241-f	SP_1098	1031241	+	81	44.44
TIGR4_NEG_SP_1101-1034342-r	SP_1101	1034342	-	81	35.8
TIGR4_NEG_SP_1101-1034512-r	SP_1101	1034512	-	81	39.51
TIGR4_NEG_SP_1101-1034682-r	SP_1101	1034682	-	81	45.68
TIGR4_NEG_SP_1101-1034742-r	SP_1101	1034742	-	81	38.27
TIGR4_NEG_SP_1101-1035082-r	SP_1101	1035082	-	81	30.86
TIGR4_NEG_SP_1101-1035172-r	SP_1101	1035172	-	81	37.04
TIGR4_NEG_SP_1104-1036700-f	SP_1104	1036700	+	81	46.91
TIGR4_NEG_SP_1104-1036710-f	SP_1104	1036710	+	81	41.98
TIGR4_NEG_SP_1104-1036760-f	SP_1104	1036760	+	81	41.98
TIGR4_NEG_SP_1110-1039734-f	SP_1110	1039734	+	81	43.21
TIGR4_NEG_SP_1112-1041614-f	SP_1112	1041614	+	81	40.74
TIGR4_NEG_SP_1114-1043170-f	SP_1114	1043170	+	81	41.98
TIGR4_NEG_SP_1114-1044000-f	SP_1114	1044000	+	81	44.44
TIGR4_NEG_SP_1116-1046467-f	SP_1116	1046467	+	81	33.33
TIGR4_NEG_SP_1116-1046627-f	SP_1116	1046627	+	81	34.57
TIGR4_NEG_SP_1116-1046677-f	SP_1116	1046677	+	81	33.33
TIGR4_NEG_SP_1117-1047148-f	SP_1117	1047148	+	81	46.91
TIGR4_NEG_SP_1117-1047328-f	SP_1117	1047328	+	81	41.98
TIGR4_NEG_SP_1117-1048508-f	SP_1117	1048508	+	81	41.98
TIGR4_NEG_SP_1118-1050148-f	SP_1118	1050148	+	81	39.51
TIGR4_NEG_SP_1118-1050808-f	SP_1118	1050808	+	81	45.68
TIGR4_NEG_SP_1118-1050828-f	SP_1118	1050828	+	81	46.91
TIGR4_NEG_SP_1119-1052572-f	SP_1119	1052572	+	81	46.91
TIGR4_NEG_SP_1119-1052632-f	SP_1119	1052632	+	81	43.21
TIGR4_NEG_SP_1121-1054499-f	SP_1121	1054499	+	81	38.27
TIGR4_NEG_SP_1124-1058545-f	SP_1124	1058545	+	81	34.57
TIGR4_NEG_SP_1124-1059005-f	SP_1124	1059005	+	81	48.15
TIGR4_NEG_SP_1124-1059025-f	SP_1124	1059025	+	81	46.91
TIGR4_NEG_SP_1124-1059105-f	SP_1124	1059105	+	81	45.68
TIGR4_NEG_SP_1128-1062143-f	SP_1128	1062143	+	81	38.27
TIGR4_NEG_SP_1129-1063481-r	SP_1129	1063481	-	81	37.04
TIGR4_NEG_SP_1129-1064001-r	SP_1129	1064001	-	81	38.27
TIGR4_NEG_SP_1134-1067004-f	SP_1134	1067004	+	81	43.21
TIGR4_NEG_SP_1142-1070828-f	SP_1142	1070828	+	81	37.04
TIGR4_NEG_SP_1145-1072611-f	SP_1145	1072611	+	81	27.16
TIGR4_NEG_SP_1145-1072671-f	SP_1145	1072671	+	81	27.16
TIGR4_NEG_SP_1145-1072971-f	SP_1145	1072971	+	81	32.1
TIGR4_NEG_SP_1151-1075777-f	SP_1151	1075777	+	81	40.74
TIGR4_NEG_SP_1151-1076047-f	SP_1151	1076047	+	81	46.91
TIGR4_NEG_SP_1151-1076067-f	SP_1151	1076067	+	81	44.44
TIGR4_NEG_SP_1151-1076227-f	SP_1151	1076227	+	81	43.21
TIGR4_NEG_SP_1151-1076747-f	SP_1151	1076747	+	81	39.51
TIGR4_NEG_SP_1151-1077067-f	SP_1151	1077067	+	81	39.51
TIGR4_NEG_SP_1151-1077407-f	SP_1151	1077407	+	81	45.68
TIGR4_NEG_SP_1151-1077927-f	SP_1151	1077927	+	81	39.51
TIGR4_NEG_SP_1151-1078007-f	SP_1151	1078007	+	81	48.15
TIGR4_NEG_SP_1151-1078197-f	SP_1151	1078197	+	81	46.91
TIGR4_NEG_SP_1152-1078949-f	SP_1152	1078949	+	81	48.15
TIGR4_NEG_SP_1152-1079289-f	SP_1152	1079289	+	81	38.27
TIGR4_NEG_SP_1152-1079369-f	SP_1152	1079369	+	81	40.74
TIGR4_NEG_SP_1152-1079479-f	SP_1152	1079479	+	81	53.09
TIGR4_NEG_SP_1152-1079519-f	SP_1152	1079519	+	81	54.32
TIGR4_NEG_SP_1152-1079529-f	SP_1152	1079529	+	81	53.09
TIGR4_NEG_SP_1152-1080269-f	SP_1152	1080269	+	81	38.27
TIGR4_NEG_SP_1152-1080489-f	SP_1152	1080489	+	81	46.91
TIGR4_NEG_SP_1152-1080549-f	SP_1152	1080549	+	81	43.21
TIGR4_NEG_SP_1152-1080579-f	SP_1152	1080579	+	81	44.44
TIGR4_NEG_SP_1152-1081059-f	SP_1152	1081059	+	81	39.51
TIGR4_NEG_SP_1152-1081629-f	SP_1152	1081629	+	81	41.98
TIGR4_NEG_SP_1154-1083961-f	SP_1154	1083961	+	81	35.8
TIGR4_NEG_SP_1154-1084481-f	SP_1154	1084481	+	81	34.57
TIGR4_NEG_SP_1154-1084511-f	SP_1154	1084511	+	81	34.57
TIGR4_NEG_SP_1154-1085301-f	SP_1154	1085301	+	81	40.74
TIGR4_NEG_SP_1154-1085581-f	SP_1154	1085581	+	81	30.86
TIGR4_NEG_SP_1154-1086941-f	SP_1154	1086941	+	81	46.91
TIGR4_NEG_SP_1154-1087061-f	SP_1154	1087061	+	81	40.74
TIGR4_NEG_SP_1154-1087561-f	SP_1154	1087561	+	81	39.51
TIGR4_NEG_SP_1154-1088121-f	SP_1154	1088121	+	81	39.51
TIGR4_NEG_SP_1154-1088411-f	SP_1154	1088411	+	81	45.68
TIGR4_NEG_SP_1154-1089121-f	SP_1154	1089121	+	81	34.57
TIGR4_NEG_SP_1156-1091750-f	SP_1156	1091750	+	81	44.44
TIGR4_NEG_SP_1160-1095784-r	SP_1160	1095784	-	81	49.38
TIGR4_NEG_SP_1160-1095874-r	SP_1160	1095874	-	81	45.68
TIGR4_NEG_SP_1161-1096877-r	SP_1161	1096877	-	81	40.74
TIGR4_NEG_SP_1162-1098436-r	SP_1162	1098436	-	81	43.21
TIGR4_NEG_SP_1163-1099597-r	SP_1163	1099597	-	81	39.51
TIGR4_NEG_SP_1163-1099987-r	SP_1163	1099987	-	81	43.21
TIGR4_NEG_SP_1164-1100855-r	SP_1164	1100855	-	81	51.85
TIGR4_NEG_SP_1167-1103213-r	SP_1167	1103213	-	81	41.98
TIGR4_NEG_SP_1167-1103693-r	SP_1167	1103693	-	81	50.62
TIGR4_NEG_SP_1170-1105679-r	SP_1170	1105679	-	81	25.93
TIGR4_NEG_SP_1174-1108418-r	SP_1174	1108418	-	81	45.68
TIGR4_NEG_SP_1174-1108458-r	SP_1174	1108458	-	81	46.91
TIGR4_NEG_SP_1174-1108588-r	SP_1174	1108588	-	81	39.51
TIGR4_NEG_SP_1174-1109598-r	SP_1174	1109598	-	81	50.62
TIGR4_NEG_SP_1174-1110088-r	SP_1174	1110088	-	81	44.44
TIGR4_NEG_SP_1174-1110458-r	SP_1174	1110458	-	81	43.21
TIGR4_NEG_SP_1175-1111185-r	SP_1175	1111185	-	81	48.15
TIGR4_NEG_SP_1175-1111405-r	SP_1175	1111405	-	81	40.74
TIGR4_NEG_SP_1175-1111445-r	SP_1175	1111445	-	81	43.21
TIGR4_NEG_SP_1175-1111455-r	SP_1175	1111455	-	81	43.21
TIGR4_NEG_SP_1175-1111485-r	SP_1175	1111485	-	81	43.21
TIGR4_NEG_SP_1175-1111645-r	SP_1175	1111645	-	81	32.1
TIGR4_NEG_SP_1175-1112935-r	SP_1175	1112935	-	81	34.57
TIGR4_NEG_SP_1176-1113878-r	SP_1176	1113878	-	81	38.27
TIGR4_NEG_SP_1176-1114088-r	SP_1176	1114088	-	81	49.38
TIGR4_NEG_SP_1176-1114128-r	SP_1176	1114128	-	81	50.62
TIGR4_NEG_SP_1176-1114358-r	SP_1176	1114358	-	81	43.21
TIGR4_NEG_SP_1176-1114448-r	SP_1176	1114448	-	81	44.44
TIGR4_NEG_SP_1179-1116480-f	SP_1179	1116480	+	81	28.4
TIGR4_NEG_SP_1179-1116570-f	SP_1179	1116570	+	81	39.51
TIGR4_NEG_SP_1179-1117020-f	SP_1179	1117020	+	81	34.57
TIGR4_NEG_SP_1179-1117330-f	SP_1179	1117330	+	81	38.27
TIGR4_NEG_SP_1179-1117430-f	SP_1179	1117430	+	81	41.98
TIGR4_NEG_SP_1179-1117500-f	SP_1179	1117500	+	81	43.21
TIGR4_NEG_SP_1179-1117770-f	SP_1179	1117770	+	81	35.8
TIGR4_NEG_SP_1180-1118787-f	SP_1180	1118787	+	81	46.91
TIGR4_NEG_SP_1182-1120187-f	SP_1182	1120187	+	81	30.86
TIGR4_NEG_SP_1182-1120237-f	SP_1182	1120237	+	81	34.57
TIGR4_NEG_SP_1182-1120367-f	SP_1182	1120367	+	81	38.27
TIGR4_NEG_SP_1189-1126482-r	SP_1189	1126482	-	81	24.69
TIGR4_NEG_SP_1191-1128199-r	SP_1191	1128199	-	81	37.04
TIGR4_NEG_SP_1191-1128369-r	SP_1191	1128369	-	81	49.38
TIGR4_NEG_SP_1191-1128519-r	SP_1191	1128519	-	81	41.98
TIGR4_NEG_SP_1200-1133164-r	SP_1200	1133164	-	81	45.68
TIGR4_NEG_SP_1200-1133624-r	SP_1200	1133624	-	81	45.68
TIGR4_NEG_SP_1200-1133634-r	SP_1200	1133634	-	81	43.21
TIGR4_NEG_SP_1200-1133664-r	SP_1200	1133664	-	81	45.68
TIGR4_NEG_SP_1200-1134074-r	SP_1200	1134074	-	81	50.62
TIGR4_NEG_SP_1201-1134676-r	SP_1201	1134676	-	81	35.8
TIGR4_NEG_SP_1201-1134796-r	SP_1201	1134796	-	81	44.44
TIGR4_NEG_SP_1201-1135046-r	SP_1201	1135046	-	81	44.44
TIGR4_NEG_SP_1202-1136226-r	SP_1202	1136226	-	81	45.68
TIGR4_NEG_SP_1205-1138872-r	SP_1205	1138872	-	81	43.21
TIGR4_NEG_SP_1207-1139614-r	SP_1207	1139614	-	81	38.27
TIGR4_NEG_SP_1207-1139854-r	SP_1207	1139854	-	81	41.98
TIGR4_NEG_SP_1207-1140134-r	SP_1207	1140134	-	81	43.21
TIGR4_NEG_SP_1208-1141022-r	SP_1208	1141022	-	81	50.62
TIGR4_NEG_SP_1212-1142491-r	SP_1212	1142491	-	81	49.38
TIGR4_NEG_SP_1213-1143699-r	SP_1213	1143699	-	81	40.74
TIGR4_NEG_SP_1213-1143749-r	SP_1213	1143749	-	81	44.44
TIGR4_NEG_SP_1215-1146106-r	SP_1215	1146106	-	81	35.8
TIGR4_NEG_SP_1219-1148090-r	SP_1219	1148090	-	81	41.98
TIGR4_NEG_SP_1219-1149190-r	SP_1219	1149190	-	81	48.15
TIGR4_NEG_SP_1221-1151448-r	SP_1221	1151448	-	81	30.86
TIGR4_NEG_SP_1221-1151488-r	SP_1221	1151488	-	81	37.04
TIGR4_NEG_SP_1221-1152698-r	SP_1221	1152698	-	81	37.04
TIGR4_NEG_SP_1221-1152898-r	SP_1221	1152898	-	81	39.51
TIGR4_NEG_SP_1221-1153878-r	SP_1221	1153878	-	81	38.27
TIGR4_NEG_SP_1221-1154358-r	SP_1221	1154358	-	81	41.98
TIGR4_NEG_SP_1222-1155777-r	SP_1222	1155777	-	81	35.8
TIGR4_NEG_SP_1222-1155897-r	SP_1222	1155897	-	81	32.1
TIGR4_NEG_SP_1223-1156823-r	SP_1223	1156823	-	81	40.74
TIGR4_NEG_SP_1225-1157662-r	SP_1225	1157662	-	81	43.21
TIGR4_NEG_SP_1226-1158833-r	SP_1226	1158833	-	81	49.38
TIGR4_NEG_SP_1226-1158973-r	SP_1226	1158973	-	81	35.8
TIGR4_NEG_SP_1227-1159525-r	SP_1227	1159525	-	81	45.68
TIGR4_NEG_SP_1229-1161848-r	SP_1229	1161848	-	81	37.04
TIGR4_NEG_SP_1229-1162358-r	SP_1229	1162358	-	81	49.38
TIGR4_NEG_SP_1229-1162428-r	SP_1229	1162428	-	81	44.44
TIGR4_NEG_SP_1232-1165214-f	SP_1232	1165214	+	81	39.51
TIGR4_NEG_SP_1237-1167850-r	SP_1237	1167850	-	81	30.86
TIGR4_NEG_SP_1238-1168803-r	SP_1238	1168803	-	81	51.85
TIGR4_NEG_SP_1238-1169253-r	SP_1238	1169253	-	81	43.21
TIGR4_NEG_SP_1241-1172851-f	SP_1241	1172851	+	81	38.27
TIGR4_NEG_SP_1243-1175225-f	SP_1243	1175225	+	81	53.09
TIGR4_NEG_SP_1243-1175615-f	SP_1243	1175615	+	81	35.8
TIGR4_NEG_SP_1244-1176498-r	SP_1244	1176498	-	81	51.85
TIGR4_NEG_SP_1244-1176568-r	SP_1244	1176568	-	81	53.09
TIGR4_NEG_SP_1244-1176938-r	SP_1244	1176938	-	81	44.44
TIGR4_NEG_SP_1244-1177098-r	SP_1244	1177098	-	81	38.27
TIGR4_NEG_SP_1244-1177148-r	SP_1244	1177148	-	81	41.98
TIGR4_NEG_SP_1245-1177891-r	SP_1245	1177891	-	81	33.33
TIGR4_NEG_SP_1245-1178011-r	SP_1245	1178011	-	81	46.91
TIGR4_NEG_SP_1247-1180480-r	SP_1247	1180480	-	81	40.74
TIGR4_NEG_SP_1247-1180680-r	SP_1247	1180680	-	81	45.68
TIGR4_NEG_SP_1247-1181650-r	SP_1247	1181650	-	81	39.51
TIGR4_NEG_SP_1247-1181960-r	SP_1247	1181960	-	81	44.44
TIGR4_NEG_SP_1251-1186100-r	SP_1251	1186100	-	81	38.27
TIGR4_NEG_SP_1251-1186240-r	SP_1251	1186240	-	81	34.57
TIGR4_NEG_SP_1251-1186350-r	SP_1251	1186350	-	81	37.04
TIGR4_NEG_SP_1251-1187200-r	SP_1251	1187200	-	81	28.4
TIGR4_NEG_SP_1258-1190787-r	SP_1258	1190787	-	81	38.27
TIGR4_NEG_SP_1258-1191297-r	SP_1258	1191297	-	81	39.51
TIGR4_NEG_SP_1262-1194574-f	SP_1262	1194574	+	81	43.21
TIGR4_NEG_SP_1262-1194804-f	SP_1262	1194804	+	81	35.8
TIGR4_NEG_SP_1263-1195705-r	SP_1263	1195705	-	81	44.44
TIGR4_NEG_SP_1263-1196665-r	SP_1263	1196665	-	81	46.91
TIGR4_NEG_SP_1264-1197971-r	SP_1264	1197971	-	81	44.44
TIGR4_NEG_SP_1266-1199444-r	SP_1266	1199444	-	81	48.15
TIGR4_NEG_SP_1269-1202347-r	SP_1269	1202347	-	81	37.04
TIGR4_NEG_SP_1270-1203453-r	SP_1270	1203453	-	81	49.38
TIGR4_NEG_SP_1270-1203593-r	SP_1270	1203593	-	81	38.27
TIGR4_NEG_SP_1274-1207285-f	SP_1274	1207285	+	81	37.04
TIGR4_NEG_SP_1274-1207515-f	SP_1274	1207515	+	81	38.27
TIGR4_NEG_SP_1275-1209469-r	SP_1275	1209469	-	81	40.74
TIGR4_NEG_SP_1275-1210279-r	SP_1275	1210279	-	81	43.21
TIGR4_NEG_SP_1275-1210459-r	SP_1275	1210459	-	81	44.44
TIGR4_NEG_SP_1275-1210629-r	SP_1275	1210629	-	81	44.44
