Sequence_ID	Locus_Tag	Chromosome	TSS_Position	Strand	Upstream_bp	Downstream_bp	Window_Size	GC_Content	UTR5_Length	Location_Type	Confidence_Sheet	Processed_Coverage	Processed_Ratio
TIGR4_SP_2078_TSS_1988099_+	SP_2078	NC_003028.3	1988099	+	60	20	81	24.69	24.0	tss_intergenic	High Confidence (TSS_100.4)	2174.0	5.10328638497653
TIGR4_SP_2081_TSS_1990483_+	SP_2081	NC_003028.3	1990483	+	60	20	81	34.57	165.0	tss_within_coding	Low Confidence (TSS_2.1)	49.0	1.25641025641026
TIGR4_SP_2082_TSS_1991226_+	SP_2082	NC_003028.3	1991226	+	60	20	81	28.4	15.0	tss_intergenic	High Confidence (TSS_100.4)	2364.0	8.98859315589354
TIGR4_SP_2083_TSS_1991476_+	SP_2083	NC_003028.3	1991476	+	60	20	81	44.44	473.0	tss_within_coding	Low Confidence (TSS_2.1)	75.0	1.07142857142857
TIGR4_SP_2084_TSS_1993043_+	SP_2084	NC_003028.3	1993043	+	60	20	81	40.74	341.0	tss_within_coding	Low Confidence (TSS_2.1)	70.0	1.1864406779661
TIGR4_SP_2085_TSS_1994199_+	SP_2085	NC_003028.3	1994199	+	60	20	81	39.51	241.0	tss_within_coding	Low Confidence (TSS_2.1)	19.0	1.05555555555556
TIGR4_SP_2088_TSS_1996628_+	SP_2088	NC_003028.3	1996628	+	60	20	81	49.38	252.0	tss_within_coding	Low Confidence (TSS_2.1)	78.0	1.2
TIGR4_SP_2089_TSS_1997251_+	SP_2089	NC_003028.3	1997251	+	60	20	81	40.74	347.0	tss_within_coding	Low Confidence (TSS_2.1)	13.0	1.625
TIGR4_SP_2091_TSS_1998765_+	SP_2091	NC_003028.3	1998765	+	60	20	81	38.27	25.0	tss_intergenic	High Confidence (TSS_100.4)	8112.0	6.66557107641742
TIGR4_SP_2092_TSS_1999683_+	SP_2092	NC_003028.3	1999683	+	60	20	81	45.68	145.0	tss_within_coding	Low Confidence (TSS_2.1)	66.0	1.32
TIGR4_SP_2093_TSS_2001106_+	SP_2093	NC_003028.3	2001106	+	60	20	81	23.46	39.0	tss_intergenic	Low Confidence (TSS_2.1)	61.0	1.0
TIGR4_SP_2100_TSS_2009275_+	SP_2100	NC_003028.3	2009275	+	60	20	81	33.33	33.0	tss_intergenic	High Confidence (TSS_100.4)	826.0	11.3150684931507
TIGR4_SP_2105_TSS_2014757_+	SP_2105	NC_003028.3	2014757	+	60	20	81	20.99	27.0	tss_intergenic	High Confidence (TSS_100.4)	985.0	4.97474747474747
TIGR4_SP_RS11510_TSS_2016085_+	SP_RS11510	NC_003028.3	2016085	+	60	20	81	20.99	210.0	tss_intergenic	Low Confidence (TSS_2.1)	31.0	15.5
TIGR4_SP_2108_TSS_2020687_+	SP_2108	NC_003028.3	2020687	+	60	20	81	27.16	63.0	tss_intergenic	High Confidence (TSS_100.4)	7886.0	6.20456333595594
TIGR4_SP_2109_TSS_2022108_+	SP_2109	NC_003028.3	2022108	+	60	20	81	28.4	9.0	tss_intergenic	Low Confidence (TSS_2.1)	170.0	1.00591715976331
TIGR4_SP_2111_TSS_2024491_+	SP_2111	NC_003028.3	2024491	+	60	20	81	28.4	30.0	tss_intergenic	High Confidence (TSS_100.4)	213.0	4.3469387755102
TIGR4_SP_2112_TSS_2024924_+	SP_2112	NC_003028.3	2024924	+	60	20	81	46.91	407.0	tss_within_coding	Low Confidence (TSS_2.1)	33.0	1.17857142857143
TIGR4_F49_TSS_2025895_+	F49	NC_003028.3	2025895	+	60	20	81	40.74	442.0	tss_within_coding	Low Confidence (TSS_2.1)	27.0	27.0
TIGR4_SP_2132_TSS_2044431_+	SP_2132	NC_003028.3	2044431	+	60	20	81	22.22	24.0	tss_intergenic	High Confidence (TSS_100.4)	649.0	11.5892857142857
TIGR4_SP_2133_TSS_2045262_+	SP_2133	NC_003028.3	2045262	+	60	20	81	44.44	203.0	tss_within_coding	Low Confidence (TSS_2.1)	223.0	1.2816091954023
TIGR4_SP_2134_TSS_2045761_+	SP_2134	NC_003028.3	2045761	+	60	20	81	24.69	56.0	tss_intergenic	High Confidence (TSS_100.4)	6454.0	4.59032716927454
TIGR4_nan_TSS_2045838_+	nan	NC_003028.3	2045838	+	60	20	81	37.04	NA		Secondary TSS, Low confidence		
TIGR4_SP_2135_TSS_2045975_+	SP_2135	NC_003028.3	2045975	+	60	20	81	40.74	40.0	tss_within_coding	High Confidence (TSS_100.4)	171.0	171.0
TIGR4_SP_2145_TSS_2057562_+	SP_2145	NC_003028.3	2057562	+	60	20	81	29.63	24.0	tss_intergenic	Low Confidence (TSS_2.1)	99.0	5.82352941176471
TIGR4_SP_2148_TSS_2062092_+	SP_2148	NC_003028.3	2062092	+	60	20	81	34.57	52.0	tss_intergenic	Low Confidence (TSS_2.1)	33.0	5.5
TIGR4_SP_2152_TSS_2065637_+	SP_2152	NC_003028.3	2065637	+	60	20	81	19.75	131.0	tss_intergenic	Low Confidence (TSS_2.1)	4.0	4.0
TIGR4_SP_2168_TSS_2084860_+	SP_2168	NC_003028.3	2084860	+	60	20	81	25.93	24.0	tss_intergenic	High Confidence (TSS_100.4)	581.0	4.36842105263158
TIGR4_SP_RS12535_TSS_2085525_+	SP_RS12535	NC_003028.3	2085525	+	60	20	81	25.93	173.0	tss_within_coding	Low Confidence (TSS_2.1)	14.0	1.07692307692308
TIGR4_F50_TSS_2085772_+	F50	NC_003028.3	2085772	+	60	20	81	40.74	115.0	tss_within_coding	Low Confidence (TSS_2.1)	15.0	1.07142857142857
TIGR4_SpF66_sRNA_TSS_2086080_+	SpF66_sRNA	NC_003028.3	2086080	+	60	20	81	32.1	7.0	tss_intergenic	High Confidence (TSS_100.4)	38450.0	25.9797297297297
TIGR4_SpF66_sRNA_TSS_2086423_+	SpF66_sRNA	NC_003028.3	2086423	+	60	20	81	34.57	7.0	tss_intergenic	High Confidence (TSS_100.4)	2610.0	23.3035714285714
TIGR4_SP_RS12540_TSS_2097086_+	SP_RS12540	NC_003028.3	2097086	+	60	20	81	32.1	61.0	tss_intergenic	Low Confidence (TSS_2.1)	10.0	10.0
TIGR4_SP_2188_TSS_2107946_+	SP_2188	NC_003028.3	2107946	+	60	20	81	34.57	0.0	tss_intergenic	High Confidence (TSS_100.4)	3528.0	10.7560975609756
TIGR4_SP_2189_TSS_2108448_+	SP_2189	NC_003028.3	2108448	+	60	20	81	53.09	327.0	tss_within_coding	Low Confidence (TSS_2.1)	122.0	1.17307692307692
TIGR4_SP_2209_TSS_2129758_+	SP_2209	NC_003028.3	2129758	+	60	20	81	23.46	0.0	tss_intergenic	High Confidence (TSS_100.4)	5835.0	9.9234693877551
TIGR4_SP_2210_TSS_2130603_+	SP_2210	NC_003028.3	2130603	+	60	20	81	28.4	39.0	tss_intergenic	Low Confidence (TSS_2.1)	60.0	1.3953488372093
TIGR4_SpF51_sRNA_TSS_2132692_+	SpF51_sRNA	NC_003028.3	2132692	+	60	20	81	38.27	309.0	tss_within_coding	Low Confidence (TSS_2.1)	28.0	1.64705882352941
TIGR4_SP_2226_TSS_2144439_+	SP_2226	NC_003028.3	2144439	+	60	20	81	33.33	14.0	tss_intergenic	High Confidence (TSS_100.4)	1918.0	10.8977272727273
TIGR4_SP_2230_TSS_2148810_+	SP_2230	NC_003028.3	2148810	+	60	20	81	18.52	23.0	tss_intergenic	High Confidence (TSS_100.4)	4345.0	5.71710526315789
TIGR4_SP_2231_TSS_2150352_+	SP_2231	NC_003028.3	2150352	+	60	20	81	37.04	165.0	tss_within_coding	Low Confidence (TSS_2.1)	16.0	2.28571428571429
TIGR4_SP_2234_TSS_2154802_+	SP_2234	NC_003028.3	2154802	+	60	20	81	16.05	78.0	tss_intergenic	Low Confidence (TSS_2.1)	96.0	3.84
TIGR4_SP_2239_TSS_2158806_+	SP_2239	NC_003028.3	2158806	+	60	20	81	27.16	11.0	tss_intergenic	High Confidence (TSS_100.4)	13177.0	7.92363199037883
TIGR4_nan_TSS_2159657_+	nan	NC_003028.3	2159657	+	60	20	81	35.8	NA		Secondary TSS, High confidence		
TIGR4_SP_2240_TSS_2160068_+	SP_2240	NC_003028.3	2160068	+	60	20	81	25.93	0.0	tss_intergenic	High Confidence (TSS_100.4)	1751.0	4.97443181818182
TIGR4_SP_RS00180_TSS_30257_-	SP_RS00180	NC_003028.3	30257	-	60	20	81	29.63	12.0	tss_intergenic	Low Confidence (TSS_2.1)	14.0	2.0
TIGR4_SP_0029_TSS_30847_-	SP_0029	NC_003028.3	30847	-	60	20	81	40.74	137.0	tss_within_coding	Low Confidence (TSS_2.1)	23.0	1.27777777777778
TIGR4_SP_0030_TSS_30918_-	SP_0030	NC_003028.3	30918	-	60	20	81	39.51	77.0	tss_intergenic	Low Confidence (TSS_2.1)	14.0	2.0
TIGR4_SP_0031_TSS_31513_-	SP_0031	NC_003028.3	31513	-	60	20	81	28.4	234.0	tss_intergenic	Low Confidence (TSS_2.1)	53.0	53.0
TIGR4_SP_0034_TSS_36040_-	SP_0034	NC_003028.3	36040	-	60	20	81	27.16	21.0	tss_intergenic	High Confidence (TSS_100.4)	1913.0	5.37359550561798
TIGR4_SP_0057_TSS_64040_-	SP_0057	NC_003028.3	64040	-	60	20	81	41.98	478.0	tss_within_coding	Low Confidence (TSS_2.1)	62.0	1.19230769230769
TIGR4_SP_0058_TSS_64632_-	SP_0058	NC_003028.3	64632	-	60	20	81	23.46	26.0	tss_intergenic	High Confidence (TSS_100.4)	12035.0	10.4379878577624
TIGR4_SP_0097_TSS_100264_-	SP_0097	NC_003028.3	100264	-	60	20	81	33.33	31.0	tss_intergenic	Low Confidence (TSS_2.1)	219.0	2.54651162790698
TIGR4_SP_0098_TSS_101665_-	SP_0098	NC_003028.3	101665	-	60	20	81	48.15	458.0	tss_within_coding	Low Confidence (TSS_2.1)	118.0	1.31111111111111
TIGR4_SP_0099_TSS_101817_-	SP_0099	NC_003028.3	101817	-	60	20	81	44.44	24.0	tss_within_coding	High Confidence (TSS_100.4)	169.0	169.0
TIGR4_SP_0100_TSS_102156_-	SP_0100	NC_003028.3	102156	-	60	20	81	22.22	50.0	tss_intergenic	High Confidence (TSS_100.4)	2548.0	6.35411471321696
TIGR4_SP_0101_TSS_103441_-	SP_0101	NC_003028.3	103441	-	60	20	81	29.63	30.0	tss_intergenic	High Confidence (TSS_100.4)	413.0	15.8846153846154
TIGR4_SP_RS00525_TSS_107403_-	SP_RS00525	NC_003028.3	107403	-	60	20	81	46.91	497.0	tss_within_coding	Low Confidence (TSS_2.1)	23.0	23.0
TIGR4_SP_0104_TSS_107589_-	SP_0104	NC_003028.3	107589	-	60	20	81	40.74	1.0	tss_intergenic	Low Confidence (TSS_2.1)	5.0	5.0
TIGR4_SP_0105_TSS_108942_-	SP_0105	NC_003028.3	108942	-	60	20	81	45.68	460.0	tss_within_coding	Low Confidence (TSS_2.1)	49.0	1.25641025641026
TIGR4_SP_0106_TSS_109186_-	SP_0106	NC_003028.3	109186	-	60	20	81	30.86	24.0	tss_intergenic	High Confidence (TSS_100.4)	450.0	7.25806451612903
TIGR4_SP_0108_TSS_110381_-	SP_0108	NC_003028.3	110381	-	60	20	81	37.04	18.0	tss_intergenic	Low Confidence (TSS_2.1)	2.0	2.0
TIGR4_SP_0114_TSS_116165_-	SP_0114	NC_003028.3	116165	-	60	20	81	27.16	330.0	tss_intergenic	Low Confidence (TSS_2.1)	18.0	18.0
TIGR4_SP_RS00615_TSS_124986_-	SP_RS00615	NC_003028.3	124986	-	60	20	81	37.04	7.0	tss_intergenic	Low Confidence (TSS_2.1)	2.0	2.0
TIGR4_SP_0121_TSS_126862_-	SP_0121	NC_003028.3	126862	-	60	20	81	55.56	132.0	tss_within_coding	Low Confidence (TSS_2.1)	133.0	1.24299065420561
TIGR4_SP_0122_TSS_127069_-	SP_0122	NC_003028.3	127069	-	60	20	81	30.86	104.0	tss_intergenic	High Confidence (TSS_100.4)	39212.0	8.34475420302192
TIGR4_SP_0124_TSS_128148_-	SP_0124	NC_003028.3	128148	-	60	20	81	23.46	213.0	tss_within_coding	Low Confidence (TSS_2.1)	66.0	5.07692307692308
TIGR4_SP_RS00665_TSS_131869_-	SP_RS00665	NC_003028.3	131869	-	60	20	81	41.98	58.0	tss_intergenic	Low Confidence (TSS_2.1)	8.0	8.0
TIGR4_SP_RS00670_TSS_132980_-	SP_RS00670	NC_003028.3	132980	-	60	20	81	24.69	307.0	tss_intergenic	Low Confidence (TSS_2.1)	3.0	3.0
TIGR4_SP_0153_TSS_151199_-	SP_0153	NC_003028.3	151199	-	60	20	81	32.1	28.0	tss_intergenic	Low Confidence (TSS_2.1)	15.0	15.0
TIGR4_SP_0159_TSS_157597_-	SP_0159	NC_003028.3	157597	-	60	20	81	19.75	43.0	tss_intergenic	Low Confidence (TSS_2.1)	24.0	24.0
TIGR4_SP_0161_TSS_158807_-	SP_0161	NC_003028.3	158807	-	60	20	81	39.51	48.0	tss_intergenic	High Confidence (TSS_100.4)	217.0	9.43478260869565
TIGR4_SP_RS11600_TSS_165594_-	SP_RS11600	NC_003028.3	165594	-	60	20	81	38.27	29.0	tss_intergenic	Low Confidence (TSS_2.1)	72.0	6.54545454545455
TIGR4_SP_0175_TSS_168970_-	SP_0175	NC_003028.3	168970	-	60	20	81	32.1	478.0	tss_within_coding	Low Confidence (TSS_2.1)	86.0	1.26470588235294
TIGR4_SP_0176_TSS_170159_-	SP_0176	NC_003028.3	170159	-	60	20	81	34.57	461.0	tss_within_coding	Low Confidence (TSS_2.1)	46.0	1.76923076923077
TIGR4_FMN_TSS_171694_-	FMN	NC_003028.3	171694	-	60	20	81	25.93	8.0	tss_intergenic	High Confidence (TSS_100.4)	208.0	208.0
TIGR4_SP_0182_TSS_174875_-	SP_0182	NC_003028.3	174875	-	60	20	81	30.86	24.0	tss_intergenic	High Confidence (TSS_100.4)	824.0	10.4303797468354
TIGR4_SP_RS11610_TSS_175350_-	SP_RS11610	NC_003028.3	175350	-	60	20	81	41.98	308.0	tss_within_coding	Low Confidence (TSS_2.1)	49.0	1.63333333333333
TIGR4_SP_0184_TSS_176104_-	SP_0184	NC_003028.3	176104	-	60	20	81	43.21	315.0	tss_within_coding	Low Confidence (TSS_2.1)	92.0	1.39393939393939
TIGR4_SP_0185_TSS_176785_-	SP_0185	NC_003028.3	176785	-	60	20	81	28.4	40.0	tss_intergenic	High Confidence (TSS_100.4)	3984.0	16.8813559322034
TIGR4_SP_0243_TSS_214711_-	SP_0243	NC_003028.3	214711	-	60	20	81	29.63	204.0	tss_intergenic	Low Confidence (TSS_2.1)	2.0	2.0
TIGR4_SP_0245_TSS_215889_-	SP_0245	NC_003028.3	215889	-	60	20	81	32.1	19.0	tss_intergenic	Low Confidence (TSS_2.1)	458.0	3.72357723577236
TIGR4_SP_0258_TSS_231505_-	SP_0258	NC_003028.3	231505	-	60	20	81	41.98	40.0	tss_intergenic	Low Confidence (TSS_2.1)	71.0	71.0
TIGR4_SP_0268_TSS_246713_-	SP_0268	NC_003028.3	246713	-	60	20	81	27.16	25.0	tss_intergenic	High Confidence (TSS_100.4)	19795.0	8.37351945854484
TIGR4_SP_0282_TSS_260843_-	SP_0282	NC_003028.3	260843	-	60	20	81	43.21	13.0	tss_intergenic	High Confidence (TSS_100.4)	913.0	913.0
TIGR4_SP_0283_TSS_261726_-	SP_0283	NC_003028.3	261726	-	60	20	81	32.1	69.0	tss_within_coding	Low Confidence (TSS_2.1)	165.0	1.23134328358209
TIGR4_SP_0284_TSS_262727_-	SP_0284	NC_003028.3	262727	-	60	20	81	18.52	53.0	tss_intergenic	High Confidence (TSS_100.4)	99629.0	22.6738734638143
TIGR4_SP_0285_TSS_264022_-	SP_0285	NC_003028.3	264022	-	60	20	81	34.57	96.0	tss_intergenic	Low Confidence (TSS_2.1)	5920.0	3.91793514228987
TIGR4_SP_RS11645_TSS_264573_-	SP_RS11645	NC_003028.3	264573	-	60	20	81	43.21	324.0	tss_within_coding	Low Confidence (TSS_2.1)	114.0	1.04587155963303
TIGR4_SP_0286_TSS_265110_-	SP_0286	NC_003028.3	265110	-	60	20	81	32.1	32.0	tss_intergenic	High Confidence (TSS_100.4)	2564.0	9.35766423357664
TIGR4_SP_0293_TSS_271717_-	SP_0293	NC_003028.3	271717	-	60	20	81	30.86	21.0	tss_intergenic	High Confidence (TSS_100.4)	2855.0	6.81384248210024
TIGR4_srn081_TSS_274220_-	srn081	NC_003028.3	274220	-	60	20	81	33.33	421.0	tss_within_coding	High Confidence (TSS_100.4)	734.0	4.86092715231788
TIGR4_SP_0298_TSS_275173_-	SP_0298	NC_003028.3	275173	-	60	20	81	17.28	12.0	tss_intergenic	Low Confidence (TSS_2.1)	1009.0	3.2031746031746
TIGR4_SP_0313_TSS_287281_-	SP_0313	NC_003028.3	287281	-	60	20	81	34.57	21.0	tss_intergenic	Low Confidence (TSS_2.1)	80.0	2.96296296296296
TIGR4_SP_0320_TSS_295014_-	SP_0320	NC_003028.3	295014	-	60	20	81	18.52	37.0	tss_intergenic	Low Confidence (TSS_2.1)	40.0	5.71428571428571
TIGR4_SP_2241_TSS_304415_-	SP_2241	NC_003028.3	304415	-	60	20	81	39.51	0.0	tss_intergenic	Low Confidence (TSS_2.1)	10.0	3.33333333333333
TIGR4_SP_RS01615_TSS_305075_-	SP_RS01615	NC_003028.3	305075	-	60	20	81	38.27	407.0	tss_within_coding	Low Confidence (TSS_2.1)	30.0	1.15384615384615
TIGR4_SP_0332_TSS_305374_-	SP_0332	NC_003028.3	305374	-	60	20	81	46.91	153.0	tss_within_coding	Low Confidence (TSS_2.1)	38.0	1.1875
TIGR4_SP_0333_TSS_305466_-	SP_0333	NC_003028.3	305466	-	60	20	81	20.99	35.0	tss_intergenic	High Confidence (TSS_100.4)	1300.0	8.17610062893082
TIGR4_SP_0340_TSS_313627_-	SP_0340	NC_003028.3	313627	-	60	20	81	41.98	21.0	tss_intergenic	High Confidence (TSS_100.4)	6015.0	7.41676942046856
TIGR4_SP_0341_TSS_315198_-	SP_0341	NC_003028.3	315198	-	60	20	81	24.69	13.0	tss_intergenic	High Confidence (TSS_100.4)	600.0	8.69565217391304
TIGR4_SP_0343_TSS_318714_-	SP_0343	NC_003028.3	318714	-	60	20	81	30.86	13.0	tss_intergenic	Low Confidence (TSS_2.1)	3.0	1.0
TIGR4_SP_RS11690_TSS_319824_-	SP_RS11690	NC_003028.3	319824	-	60	20	81	29.63	0.0	tss_intergenic	High Confidence (TSS_100.4)	10602.0	5.57706470278801
TIGR4_nan_TSS_347032_-	nan	NC_003028.3	347032	-	60	20	81	43.21	NA		Secondary TSS, Low confidence		
TIGR4_His_leader_TSS_347114_-	His_leader	NC_003028.3	347114	-	60	20	81	48.15	256.0	tss_within_coding	High Confidence (TSS_100.4)	525.0	525.0
TIGR4_SP_0369_TSS_349302_-	SP_0369	NC_003028.3	349302	-	60	20	81	38.27	290.0	tss_within_coding	Low Confidence (TSS_2.1)	82.0	1.06493506493506
TIGR4_SP_0370_TSS_349632_-	SP_0370	NC_003028.3	349632	-	60	20	81	32.1	27.0	tss_intergenic	High Confidence (TSS_100.4)	5308.0	5308.0
TIGR4_SP_0380_TSS_360577_-	SP_0380	NC_003028.3	360577	-	60	20	81	19.75	237.0	tss_intergenic	Low Confidence (TSS_2.1)	28.0	4.66666666666667
TIGR4_SP_RS01940_TSS_371645_-	SP_RS01940	NC_003028.3	371645	-	60	20	81	44.44	53.0	tss_intergenic	Low Confidence (TSS_2.1)	15.0	1.07142857142857
TIGR4_SP_RS01950_TSS_372185_-	SP_RS01950	NC_003028.3	372185	-	60	20	81	34.57	27.0	tss_intergenic	Low Confidence (TSS_2.1)	2.0	2.0
TIGR4_SP_0401_TSS_382323_-	SP_0401	NC_003028.3	382323	-	60	20	81	38.27	145.0	tss_within_coding	Low Confidence (TSS_2.1)	49.0	1.11363636363636
TIGR4_SP_RS11715_TSS_382663_-	SP_RS11715	NC_003028.3	382663	-	60	20	81	41.98	286.0	tss_within_coding	Low Confidence (TSS_2.1)	28.0	1.0
TIGR4_SP_0403_TSS_383956_-	SP_0403	NC_003028.3	383956	-	60	20	81	30.86	0.0	tss_intergenic	High Confidence (TSS_100.4)	1835.0	7.52049180327869
TIGR4_SP_0411_TSS_392077_-	SP_0411	NC_003028.3	392077	-	60	20	81	44.44	8.0	tss_intergenic	Low Confidence (TSS_2.1)	106.0	1.15217391304348
TIGR4_trn0218_TSS_392260_-	trn0218	NC_003028.3	392260	-	60	20	81	24.69	105.0	tss_within_coding	Low Confidence (TSS_2.1)	11827.0	2.12639338367494
TIGR4_T-box_TSS_392608_-	T-box	NC_003028.3	392608	-	60	20	81	45.68	335.0	tss_within_coding	Low Confidence (TSS_2.1)	41.0	1.36666666666667
TIGR4_SP_0412_TSS_392884_-	SP_0412	NC_003028.3	392884	-	60	20	81	40.74	231.0	tss_within_coding	High Confidence (TSS_100.4)	460.0	460.0
TIGR4_SP_0413_TSS_394045_-	SP_0413	NC_003028.3	394045	-	60	20	81	29.63	25.0	tss_intergenic	High Confidence (TSS_100.4)	486.0	5.01030927835052
TIGR4_SP_0414_TSS_394325_-	SP_0414	NC_003028.3	394325	-	60	20	81	34.57	117.0	tss_intergenic	Low Confidence (TSS_2.1)	2.0	2.0
TIGR4_SP_0433_TSS_408058_-	SP_0433	NC_003028.3	408058	-	60	20	81	44.44	132.0	tss_within_coding	Low Confidence (TSS_2.1)	458.0	1.04805491990847
TIGR4_SP_0434_TSS_408745_-	SP_0434	NC_003028.3	408745	-	60	20	81	43.21	437.0	tss_within_coding	Low Confidence (TSS_2.1)	338.0	1.45064377682403
TIGR4_SP_0435_TSS_408919_-	SP_0435	NC_003028.3	408919	-	60	20	81	25.93	29.0	tss_intergenic	High Confidence (TSS_100.4)	29450.0	7.05051472348576
TIGR4_SP_0436_TSS_410548_-	SP_0436	NC_003028.3	410548	-	60	20	81	48.15	87.0	tss_within_coding	Low Confidence (TSS_2.1)	42.0	1.23529411764706
TIGR4_SP_0437_TSS_412157_-	SP_0437	NC_003028.3	412157	-	60	20	81	41.98	230.0	tss_within_coding	Low Confidence (TSS_2.1)	125.0	1.02459016393443
TIGR4_SP_0438_TSS_412263_-	SP_0438	NC_003028.3	412263	-	60	20	81	29.63	34.0	tss_intergenic	High Confidence (TSS_100.4)	7792.0	16.3697478991597
TIGR4_SP_RS11750_TSS_423238_-	SP_RS11750	NC_003028.3	423238	-	60	20	81	40.74	117.0	tss_intergenic	Low Confidence (TSS_2.1)	3.0	3.0
TIGR4_SP_0452_TSS_424937_-	SP_0452	NC_003028.3	424937	-	60	20	81	32.1	195.0	tss_within_coding	Low Confidence (TSS_2.1)	22.0	22.0
TIGR4_SP_0453_TSS_426341_-	SP_0453	NC_003028.3	426341	-	60	20	81	25.93	34.0	tss_intergenic	High Confidence (TSS_100.4)	1757.0	5.06340057636888
TIGR4_SP_0456_TSS_429806_-	SP_0456	NC_003028.3	429806	-	60	20	81	44.44	154.0	tss_intergenic	Low Confidence (TSS_2.1)	2.0	2.0
TIGR4_SP_0460_TSS_436048_-	SP_0460	NC_003028.3	436048	-	60	20	81	30.86	10.0	tss_intergenic	Low Confidence (TSS_2.1)	5.0	2.5
TIGR4_SP_0461_TSS_437866_-	SP_0461	NC_003028.3	437866	-	60	20	81	24.69	34.0	tss_within_coding	Low Confidence (TSS_2.1)	31.0	5.16666666666667
TIGR4_SP_0469_TSS_448774_-	SP_0469	NC_003028.3	448774	-	60	20	81	29.63	10.0	tss_intergenic	Low Confidence (TSS_2.1)	25.0	1.31578947368421
TIGR4_SP_0471_TSS_449730_-	SP_0471	NC_003028.3	449730	-	60	20	81	30.86	425.0	tss_intergenic	Low Confidence (TSS_2.1)	35.0	1.02941176470588
TIGR4_SP_0473_TSS_451977_-	SP_0473	NC_003028.3	451977	-	60	20	81	17.28	15.0	tss_intergenic	High Confidence (TSS_100.4)	834.0	11.9142857142857
TIGR4_SP_0479_TSS_460805_-	SP_0479	NC_003028.3	460805	-	60	20	81	44.44	218.0	tss_within_coding	Low Confidence (TSS_2.1)	29.0	1.11538461538462
TIGR4_SP_0480_TSS_461963_-	SP_0480	NC_003028.3	461963	-	60	20	81	28.4	23.0	tss_intergenic	High Confidence (TSS_100.4)	1738.0	11.2857142857143
TIGR4_SP_0496_TSS_476273_-	SP_0496	NC_003028.3	476273	-	60	20	81	25.93	37.0	tss_intergenic	High Confidence (TSS_100.4)	523.0	7.06756756756757
TIGR4_SP_0508_TSS_490073_-	SP_0508	NC_003028.3	490073	-	60	20	81	38.27	2.0	tss_intergenic	Low Confidence (TSS_2.1)	13.0	2.16666666666667
TIGR4_SP_RS11800_TSS_490607_-	SP_RS11800	NC_003028.3	490607	-	60	20	81	32.1	287.0	tss_within_coding	Low Confidence (TSS_2.1)	49.0	1.06521739130435
TIGR4_SP_0509_TSS_492007_-	SP_0509	NC_003028.3	492007	-	60	20	81	34.57	224.0	tss_within_coding	Low Confidence (TSS_2.1)	78.0	78.0
TIGR4_SP_0510_TSS_494191_-	SP_0510	NC_003028.3	494191	-	60	20	81	22.22	62.0	tss_intergenic	Low Confidence (TSS_2.1)	3720.0	3.94904458598726
TIGR4_SP_0520_TSS_502194_-	SP_0520	NC_003028.3	502194	-	60	20	81	41.98	14.0	tss_within_coding	Low Confidence (TSS_2.1)	71.0	1.26785714285714
TIGR4_SP_0521_TSS_502638_-	SP_0521	NC_003028.3	502638	-	60	20	81	28.4	38.0	tss_intergenic	High Confidence (TSS_100.4)	1127.0	4.35135135135135
TIGR4_SP_0524_TSS_504998_-	SP_0524	NC_003028.3	504998	-	60	20	81	23.46	56.0	tss_intergenic	High Confidence (TSS_100.4)	530.0	6.70886075949367
TIGR4_SP_0528_TSS_508193_-	SP_0528	NC_003028.3	508193	-	60	20	81	35.8	342.0	tss_within_coding	Low Confidence (TSS_2.1)	44.0	1.375
TIGR4_SP_0529_TSS_509281_-	SP_0529	NC_003028.3	509281	-	60	20	81	38.27	12.0	tss_intergenic	Low Confidence (TSS_2.1)	6.0	6.0
TIGR4_SP_RS02595_TSS_510187_-	SP_RS02595	NC_003028.3	510187	-	60	20	81	35.8	260.0	tss_within_coding	Low Confidence (TSS_2.1)	15.0	15.0
TIGR4_SP_RS02605_TSS_511462_-	SP_RS02605	NC_003028.3	511462	-	60	20	81	23.46	25.0	tss_intergenic	Low Confidence (TSS_2.1)	93.0	4.04347826086957
TIGR4_SSRC8_2_TSS_526145_-	SSRC8_2	NC_003028.3	526145	-	60	20	81	33.33	56.0	tss_intergenic	Low Confidence (TSS_2.1)	2.0	2.0
TIGR4_SP_0572_TSS_539664_-	SP_0572	NC_003028.3	539664	-	60	20	81	29.63	10.0	tss_intergenic	Low Confidence (TSS_2.1)	17.0	1.21428571428571
TIGR4_SP_0582_TSS_553034_-	SP_0582	NC_003028.3	553034	-	60	20	81	37.04	159.0	tss_within_coding	Low Confidence (TSS_2.1)	341.0	2.84166666666667
TIGR4_SP_0606_TSS_574043_-	SP_0606	NC_003028.3	574043	-	60	20	81	24.69	35.0	tss_within_coding	Low Confidence (TSS_2.1)	75.0	4.6875
TIGR4_SP_0610_TSS_577344_-	SP_0610	NC_003028.3	577344	-	60	20	81	27.16	169.0	tss_intergenic	Low Confidence (TSS_2.1)	6.0	6.0
TIGR4_SP_0620_TSS_589420_-	SP_0620	NC_003028.3	589420	-	60	20	81	29.63	24.0	tss_intergenic	Low Confidence (TSS_2.1)	28.0	28.0
TIGR4_SP_RS11885_TSS_611028_-	SP_RS11885	NC_003028.3	611028	-	60	20	81	32.1	236.0	tss_intergenic	Low Confidence (TSS_2.1)	3.0	1.0
