Sequence_ID	Locus_Tag	Chromosome	TSS_Position	Strand	Upstream_bp	Downstream_bp	Window_Size	GC_Content	UTR5_Length	Location_Type	Confidence_Sheet	Processed_Coverage	Processed_Ratio
TIGR4_SP_1081_TSS_1017176_+	SP_1081	NC_003028.3	1017176	+	60	20	81	20.99	43.0	tss_intergenic	High Confidence (TSS_100.4)	6033.0	8.48523206751055
TIGR4_SP_1084_TSS_1019887_+	SP_1084	NC_003028.3	1019887	+	60	20	81	40.74	444.0	tss_within_coding	High Confidence (TSS_100.4)	310.0	310.0
TIGR4_SP_RS12110_TSS_1021571_+	SP_RS12110	NC_003028.3	1021571	+	60	20	81	24.69	0.0	tss_intergenic	High Confidence (TSS_100.4)	210.0	8.07692307692308
TIGR4_SP_1087_TSS_1022538_+	SP_1087	NC_003028.3	1022538	+	60	20	81	30.86	27.0	tss_intergenic	High Confidence (TSS_100.4)	619.0	6.25252525252525
TIGR4_SP_1097_TSS_1030401_+	SP_1097	NC_003028.3	1030401	+	60	20	81	24.69	75.0	tss_intergenic	High Confidence (TSS_100.4)	1314.0	1314.0
TIGR4_SP_1098_TSS_1031054_+	SP_1098	NC_003028.3	1031054	+	60	20	81	44.44	77.0	tss_within_coding	High Confidence (TSS_100.4)	638.0	638.0
TIGR4_L21_leader_TSS_1037080_+	L21_leader	NC_003028.3	1037080	+	60	20	81	33.33	13.0	tss_intergenic	High Confidence (TSS_100.4)	364698.0	24.9178737359934
TIGR4_SP_1106_TSS_1037380_+	SP_1106	NC_003028.3	1037380	+	60	20	81	43.21	166.0	tss_within_coding	High Confidence (TSS_100.4)	485.0	485.0
TIGR4_nan_TSS_1037627_+	nan	NC_003028.3	1037627	+	60	20	81	55.56	NA		Secondary TSS, High confidence		
TIGR4_SP_1107_TSS_1037692_+	SP_1107	NC_003028.3	1037692	+	60	20	81	39.51	215.0	tss_within_coding	High Confidence (TSS_100.4)	26140.0	26140.0
TIGR4_SP_1110_TSS_1039154_+	SP_1110	NC_003028.3	1039154	+	60	20	81	23.46	0.0	tss_intergenic	High Confidence (TSS_100.4)	1869.0	5.95222929936306
TIGR4_SP_1112_TSS_1041113_+	SP_1112	NC_003028.3	1041113	+	60	20	81	27.16	41.0	tss_intergenic	High Confidence (TSS_100.4)	801.0	10.972602739726
TIGR4_SP_1113_TSS_1042066_+	SP_1113	NC_003028.3	1042066	+	60	20	81	25.93	33.0	tss_intergenic	High Confidence (TSS_100.4)	193119.0	9.54711291279415
TIGR4_nan_TSS_1042500_+	nan	NC_003028.3	1042500	+	60	20	81	24.69	NA		Secondary TSS, High confidence		
TIGR4_SP_1114_TSS_1042800_+	SP_1114	NC_003028.3	1042800	+	60	20	81	29.63	0.0	tss_intergenic	High Confidence (TSS_100.4)	2194.0	7.12337662337662
TIGR4_SP_1117_TSS_1046918_+	SP_1117	NC_003028.3	1046918	+	60	20	81	37.04	0.0	tss_intergenic	High Confidence (TSS_100.4)	597.0	5.63207547169811
TIGR4_SP_1119_TSS_1051788_+	SP_1119	NC_003028.3	1051788	+	60	20	81	25.93	24.0	tss_intergenic	High Confidence (TSS_100.4)	6823.0	6.15794223826715
TIGR4_SP_1121_TSS_1053688_+	SP_1121	NC_003028.3	1053688	+	60	20	81	24.69	31.0	tss_intergenic	High Confidence (TSS_100.4)	2512.0	5.43722943722944
TIGR4_SP_1128_TSS_1061741_+	SP_1128	NC_003028.3	1061741	+	60	20	81	29.63	32.0	tss_intergenic	High Confidence (TSS_100.4)	11372.0	8.7008416220352
TIGR4_SP_1131_TSS_1065412_+	SP_1131	NC_003028.3	1065412	+	60	20	81	20.99	25.0	tss_intergenic	High Confidence (TSS_100.4)	167.0	7.59090909090909
TIGR4_SP_1143_TSS_1071268_+	SP_1143	NC_003028.3	1071268	+	60	20	81	20.99	17.0	tss_intergenic	High Confidence (TSS_100.4)	12388.0	7.7473420888055
TIGR4_SP_1151_TSS_1075332_+	SP_1151	NC_003028.3	1075332	+	60	20	81	35.8	25.0	tss_intergenic	High Confidence (TSS_100.4)	547.0	17.6451612903226
TIGR4_SP_1155_TSS_1090221_+	SP_1155	NC_003028.3	1090221	+	60	20	81	28.4	121.0	tss_intergenic	High Confidence (TSS_100.4)	1182.0	5.05128205128205
TIGR4_SP_1159_TSS_1093678_+	SP_1159	NC_003028.3	1093678	+	60	20	81	18.52	431.0	tss_intergenic	High Confidence (TSS_100.4)	110.0	4.78260869565217
TIGR4_SP_1178_TSS_1115903_+	SP_1178	NC_003028.3	1115903	+	60	20	81	23.46	28.0	tss_intergenic	High Confidence (TSS_100.4)	15384.0	9.00702576112412
TIGR4_SP_1182_TSS_1119809_+	SP_1182	NC_003028.3	1119809	+	60	20	81	28.4	18.0	tss_intergenic	High Confidence (TSS_100.4)	5397.0	10.9030303030303
TIGR4_SP_1220_TSS_1150007_+	SP_1220	NC_003028.3	1150007	+	60	20	81	33.33	45.0	tss_intergenic	High Confidence (TSS_100.4)	12820.0	4.39945092656143
TIGR4_SP_1230_TSS_1163618_+	SP_1230	NC_003028.3	1163618	+	60	20	81	25.93	0.0	tss_intergenic	High Confidence (TSS_100.4)	863.0	5.36024844720497
TIGR4_SP_1233_TSS_1165672_+	SP_1233	NC_003028.3	1165672	+	60	20	81	30.86	27.0	tss_intergenic	High Confidence (TSS_100.4)	387.0	16.125
TIGR4_SP_1234_TSS_1166187_+	SP_1234	NC_003028.3	1166187	+	60	20	81	32.1	51.0	tss_within_coding	High Confidence (TSS_100.4)	2779.0	7.85028248587571
TIGR4_nan_TSS_1174240_+	nan	NC_003028.3	1174240	+	60	20	81	45.68	NA		Secondary TSS, High confidence		
TIGR4_SP_1243_TSS_1174493_+	SP_1243	NC_003028.3	1174493	+	60	20	81	27.16	62.0	tss_intergenic	High Confidence (TSS_100.4)	1053.0	5.29145728643216
TIGR4_SpF43_sRNA_TSS_1216148_+	SpF43_sRNA	NC_003028.3	1216148	+	60	20	81	32.1	0.0	tss_intergenic	High Confidence (TSS_100.4)	351.0	4.3875
TIGR4_SP_1285_TSS_1219464_+	SP_1285	NC_003028.3	1219464	+	60	20	81	25.93	22.0	tss_intergenic	High Confidence (TSS_100.4)	1183.0	8.39007092198582
TIGR4_nan_TSS_1220043_+	nan	NC_003028.3	1220043	+	60	20	81	43.21	NA		Secondary TSS, High confidence		
TIGR4_PyrR_TSS_1220352_+	PyrR	NC_003028.3	1220352	+	60	20	81	28.4	4.0	tss_intergenic	High Confidence (TSS_100.4)	871.0	13.0
TIGR4_SP_1298_TSS_1229949_+	SP_1298	NC_003028.3	1229949	+	60	20	81	23.46	20.0	tss_intergenic	High Confidence (TSS_100.4)	1351.0	5.89956331877729
TIGR4_SP_1299_TSS_1230948_+	SP_1299	NC_003028.3	1230948	+	60	20	81	32.1	52.0	tss_intergenic	High Confidence (TSS_100.4)	111414.0	6.42933810375671
TIGR4_nan_TSS_1230994_+	nan	NC_003028.3	1230994	+	60	20	81	34.57	NA		Secondary TSS, High confidence		
TIGR4_SP_1306_TSS_1232570_+	SP_1306	NC_003028.3	1232570	+	60	20	81	18.52	32.0	tss_intergenic	High Confidence (TSS_100.4)	7665.0	10.6016597510373
TIGR4_SP_1382_TSS_1304755_+	SP_1382	NC_003028.3	1304755	+	60	20	81	33.33	28.0	tss_intergenic	High Confidence (TSS_100.4)	386.0	7.87755102040816
TIGR4_SP_1393_TSS_1316735_+	SP_1393	NC_003028.3	1316735	+	60	20	81	40.74	21.0	tss_intergenic	High Confidence (TSS_100.4)	452.0	5.58024691358025
TIGR4_SP_RS07015_TSS_1349076_+	SP_RS07015	NC_003028.3	1349076	+	60	20	81	16.05	121.0	tss_within_coding	High Confidence (TSS_100.4)	2208.0	2208.0
TIGR4_SP_1446_TSS_1366412_+	SP_1446	NC_003028.3	1366412	+	60	20	81	33.33	26.0	tss_intergenic	High Confidence (TSS_100.4)	2504.0	7.19540229885058
TIGR4_SP_1457_TSS_1373554_+	SP_1457	NC_003028.3	1373554	+	60	20	81	34.57	0.0	tss_intergenic	High Confidence (TSS_100.4)	1795.0	7.41735537190083
TIGR4_SP_1465_TSS_1378782_+	SP_1465	NC_003028.3	1378782	+	60	20	81	22.22	28.0	tss_intergenic	High Confidence (TSS_100.4)	3366.0	3366.0
TIGR4_SP_1470_TSS_1383120_+	SP_1470	NC_003028.3	1383120	+	60	20	81	24.69	83.0	tss_intergenic	High Confidence (TSS_100.4)	1350.0	11.0655737704918
TIGR4_SP_1499_TSS_1407826_+	SP_1499	NC_003028.3	1407826	+	60	20	81	32.1	23.0	tss_intergenic	High Confidence (TSS_100.4)	7976.0	4.17154811715481
TIGR4_SP_1530_TSS_1441425_+	SP_1530	NC_003028.3	1441425	+	60	20	81	28.4	0.0	tss_intergenic	High Confidence (TSS_100.4)	5075.0	5.26452282157676
TIGR4_SP_1546_TSS_1453460_+	SP_1546	NC_003028.3	1453460	+	60	20	81	28.4	45.0	tss_intergenic	High Confidence (TSS_100.4)	4178.0	4178.0
TIGR4_SP_1588_TSS_1492941_+	SP_1588	NC_003028.3	1492941	+	60	20	81	33.33	17.0	tss_intergenic	High Confidence (TSS_100.4)	13357.0	4.8980564723139
TIGR4_SP_1589_TSS_1494373_+	SP_1589	NC_003028.3	1494373	+	60	20	81	29.63	0.0	tss_intergenic	High Confidence (TSS_100.4)	6113.0	11.1347905282332
TIGR4_SP_1591_TSS_1496606_+	SP_1591	NC_003028.3	1496606	+	60	20	81	37.04	18.0	tss_intergenic	High Confidence (TSS_100.4)	12905.0	7.76007215874925
TIGR4_SP_1624_TSS_1525773_+	SP_1624	NC_003028.3	1525773	+	60	20	81	34.57	24.0	tss_intergenic	High Confidence (TSS_100.4)	198.0	6.38709677419355
TIGR4_SP_1630_TSS_1529948_+	SP_1630	NC_003028.3	1529948	+	60	20	81	29.63	227.0	tss_within_coding	High Confidence (TSS_100.4)	1096.0	4.72413793103448
TIGR4_SP_1634_TSS_1534330_+	SP_1634	NC_003028.3	1534330	+	60	20	81	34.57	18.0	tss_intergenic	High Confidence (TSS_100.4)	188.0	9.89473684210526
TIGR4_SP_1638_TSS_1537326_+	SP_1638	NC_003028.3	1537326	+	60	20	81	27.16	23.0	tss_intergenic	High Confidence (TSS_100.4)	3607.0	3607.0
TIGR4_SP_1648_TSS_1547850_+	SP_1648	NC_003028.3	1547850	+	60	20	81	18.52	17.0	tss_intergenic	High Confidence (TSS_100.4)	22450.0	4.20254586297267
TIGR4_SP_1674_TSS_1575198_+	SP_1674	NC_003028.3	1575198	+	60	20	81	25.93	55.0	tss_intergenic	High Confidence (TSS_100.4)	9369.0	8.44815148782687
TIGR4_SP_1714_TSS_1617434_+	SP_1714	NC_003028.3	1617434	+	60	20	81	24.69	31.0	tss_intergenic	High Confidence (TSS_100.4)	50324.0	11.7469654528478
TIGR4_SP_RS12360_TSS_1653710_+	SP_RS12360	NC_003028.3	1653710	+	60	20	81	22.22	87.0	tss_intergenic	High Confidence (TSS_100.4)	1083.0	16.6615384615385
TIGR4_SP_RS08800_TSS_1694250_+	SP_RS08800	NC_003028.3	1694250	+	60	20	81	29.63	25.0	tss_intergenic	High Confidence (TSS_100.4)	54861.0	54861.0
TIGR4_SP_1776_TSS_1694350_+	SP_1776	NC_003028.3	1694350	+	60	20	81	40.74	163.0	tss_within_coding	High Confidence (TSS_100.4)	148.0	148.0
TIGR4_SP_1790_TSS_1705290_+	SP_1790	NC_003028.3	1705290	+	60	20	81	32.1	55.0	tss_intergenic	High Confidence (TSS_100.4)	325.0	9.28571428571429
TIGR4_SP_1804_TSS_1719618_+	SP_1804	NC_003028.3	1719618	+	60	20	81	17.28	19.0	tss_intergenic	High Confidence (TSS_100.4)	224.0	224.0
TIGR4_SP_1805_TSS_1720122_+	SP_1805	NC_003028.3	1720122	+	60	20	81	40.74	154.0	tss_within_coding	High Confidence (TSS_100.4)	193.0	193.0
TIGR4_Purine_TSS_1754773_+	Purine	NC_003028.3	1754773	+	60	20	81	23.46	18.0	tss_intergenic	High Confidence (TSS_100.4)	529.0	7.05333333333333
TIGR4_SP_1858_TSS_1765499_+	SP_1858	NC_003028.3	1765499	+	60	20	81	32.1	103.0	tss_intergenic	High Confidence (TSS_100.4)	324.0	324.0
TIGR4_SP_1869_TSS_1774470_+	SP_1869	NC_003028.3	1774470	+	60	20	81	23.46	27.0	tss_intergenic	High Confidence (TSS_100.4)	152.0	5.06666666666667
TIGR4_SP_1885_TSS_1788790_+	SP_1885	NC_003028.3	1788790	+	60	20	81	28.4	44.0	tss_within_coding	High Confidence (TSS_100.4)	7238.0	13.2321755027422
TIGR4_SP_1899_TSS_1806733_+	SP_1899	NC_003028.3	1806733	+	60	20	81	34.57	12.0	tss_intergenic	High Confidence (TSS_100.4)	1567.0	1567.0
TIGR4_SP_1902_TSS_1816838_+	SP_1902	NC_003028.3	1816838	+	60	20	81	28.4	0.0	tss_intergenic	High Confidence (TSS_100.4)	280.0	6.51162790697674
TIGR4_SP_1903_TSS_1817669_+	SP_1903	NC_003028.3	1817669	+	60	20	81	23.46	34.0	tss_intergenic	High Confidence (TSS_100.4)	7766.0	4.95280612244898
TIGR4_SP_RS12445_TSS_1834929_+	SP_RS12445	NC_003028.3	1834929	+	60	20	81	28.4	0.0	tss_intergenic	High Confidence (TSS_100.4)	354.0	4.91666666666667
TIGR4_SP_1947_TSS_1850068_+	SP_1947	NC_003028.3	1850068	+	60	20	81	20.99	26.0	tss_intergenic	High Confidence (TSS_100.4)	4522.0	8.075
TIGR4_SP_1956_TSS_1859467_+	SP_1956	NC_003028.3	1859467	+	60	20	81	23.46	307.0	tss_within_coding	High Confidence (TSS_100.4)	166.0	4.04878048780488
TIGR4_SP_1996_TSS_1898731_+	SP_1996	NC_003028.3	1898731	+	60	20	81	24.69	24.0	tss_intergenic	High Confidence (TSS_100.4)	3844.0	10.0365535248042
TIGR4_SP_1998_TSS_1900668_+	SP_1998	NC_003028.3	1900668	+	60	20	81	35.8	28.0	tss_intergenic	High Confidence (TSS_100.4)	2694.0	8.36645962732919
TIGR4_SP_2017_TSS_1923155_+	SP_2017	NC_003028.3	1923155	+	60	20	81	32.1	79.0	tss_intergenic	High Confidence (TSS_100.4)	5552.0	13.8453865336658
TIGR4_SP_2059_TSS_1960880_+	SP_2059	NC_003028.3	1960880	+	60	20	81	27.16	0.0	tss_intergenic	High Confidence (TSS_100.4)	1027.0	6.89261744966443
TIGR4_SP_2078_TSS_1988099_+	SP_2078	NC_003028.3	1988099	+	60	20	81	24.69	24.0	tss_intergenic	High Confidence (TSS_100.4)	2174.0	5.10328638497653
TIGR4_SP_2082_TSS_1991226_+	SP_2082	NC_003028.3	1991226	+	60	20	81	28.4	15.0	tss_intergenic	High Confidence (TSS_100.4)	2364.0	8.98859315589354
TIGR4_SP_2091_TSS_1998765_+	SP_2091	NC_003028.3	1998765	+	60	20	81	38.27	25.0	tss_intergenic	High Confidence (TSS_100.4)	8112.0	6.66557107641742
TIGR4_SP_2100_TSS_2009275_+	SP_2100	NC_003028.3	2009275	+	60	20	81	33.33	33.0	tss_intergenic	High Confidence (TSS_100.4)	826.0	11.3150684931507
TIGR4_SP_2105_TSS_2014757_+	SP_2105	NC_003028.3	2014757	+	60	20	81	20.99	27.0	tss_intergenic	High Confidence (TSS_100.4)	985.0	4.97474747474747
TIGR4_SP_2108_TSS_2020687_+	SP_2108	NC_003028.3	2020687	+	60	20	81	27.16	63.0	tss_intergenic	High Confidence (TSS_100.4)	7886.0	6.20456333595594
TIGR4_SP_2111_TSS_2024491_+	SP_2111	NC_003028.3	2024491	+	60	20	81	28.4	30.0	tss_intergenic	High Confidence (TSS_100.4)	213.0	4.3469387755102
TIGR4_SP_2132_TSS_2044431_+	SP_2132	NC_003028.3	2044431	+	60	20	81	22.22	24.0	tss_intergenic	High Confidence (TSS_100.4)	649.0	11.5892857142857
TIGR4_SP_2134_TSS_2045761_+	SP_2134	NC_003028.3	2045761	+	60	20	81	24.69	56.0	tss_intergenic	High Confidence (TSS_100.4)	6454.0	4.59032716927454
TIGR4_SP_2135_TSS_2045975_+	SP_2135	NC_003028.3	2045975	+	60	20	81	40.74	40.0	tss_within_coding	High Confidence (TSS_100.4)	171.0	171.0
TIGR4_SP_2168_TSS_2084860_+	SP_2168	NC_003028.3	2084860	+	60	20	81	25.93	24.0	tss_intergenic	High Confidence (TSS_100.4)	581.0	4.36842105263158
TIGR4_SpF66_sRNA_TSS_2086080_+	SpF66_sRNA	NC_003028.3	2086080	+	60	20	81	32.1	7.0	tss_intergenic	High Confidence (TSS_100.4)	38450.0	25.9797297297297
TIGR4_SpF66_sRNA_TSS_2086423_+	SpF66_sRNA	NC_003028.3	2086423	+	60	20	81	34.57	7.0	tss_intergenic	High Confidence (TSS_100.4)	2610.0	23.3035714285714
TIGR4_SP_2188_TSS_2107946_+	SP_2188	NC_003028.3	2107946	+	60	20	81	34.57	0.0	tss_intergenic	High Confidence (TSS_100.4)	3528.0	10.7560975609756
TIGR4_SP_2209_TSS_2129758_+	SP_2209	NC_003028.3	2129758	+	60	20	81	23.46	0.0	tss_intergenic	High Confidence (TSS_100.4)	5835.0	9.9234693877551
TIGR4_SP_2226_TSS_2144439_+	SP_2226	NC_003028.3	2144439	+	60	20	81	33.33	14.0	tss_intergenic	High Confidence (TSS_100.4)	1918.0	10.8977272727273
TIGR4_SP_2230_TSS_2148810_+	SP_2230	NC_003028.3	2148810	+	60	20	81	18.52	23.0	tss_intergenic	High Confidence (TSS_100.4)	4345.0	5.71710526315789
TIGR4_SP_2239_TSS_2158806_+	SP_2239	NC_003028.3	2158806	+	60	20	81	27.16	11.0	tss_intergenic	High Confidence (TSS_100.4)	13177.0	7.92363199037883
TIGR4_nan_TSS_2159657_+	nan	NC_003028.3	2159657	+	60	20	81	35.8	NA		Secondary TSS, High confidence		
TIGR4_SP_2240_TSS_2160068_+	SP_2240	NC_003028.3	2160068	+	60	20	81	25.93	0.0	tss_intergenic	High Confidence (TSS_100.4)	1751.0	4.97443181818182
TIGR4_SP_0034_TSS_36040_-	SP_0034	NC_003028.3	36040	-	60	20	81	27.16	21.0	tss_intergenic	High Confidence (TSS_100.4)	1913.0	5.37359550561798
TIGR4_SP_0058_TSS_64632_-	SP_0058	NC_003028.3	64632	-	60	20	81	23.46	26.0	tss_intergenic	High Confidence (TSS_100.4)	12035.0	10.4379878577624
TIGR4_SP_0099_TSS_101817_-	SP_0099	NC_003028.3	101817	-	60	20	81	44.44	24.0	tss_within_coding	High Confidence (TSS_100.4)	169.0	169.0
TIGR4_SP_0100_TSS_102156_-	SP_0100	NC_003028.3	102156	-	60	20	81	22.22	50.0	tss_intergenic	High Confidence (TSS_100.4)	2548.0	6.35411471321696
TIGR4_SP_0101_TSS_103441_-	SP_0101	NC_003028.3	103441	-	60	20	81	29.63	30.0	tss_intergenic	High Confidence (TSS_100.4)	413.0	15.8846153846154
TIGR4_SP_0106_TSS_109186_-	SP_0106	NC_003028.3	109186	-	60	20	81	30.86	24.0	tss_intergenic	High Confidence (TSS_100.4)	450.0	7.25806451612903
TIGR4_SP_0122_TSS_127069_-	SP_0122	NC_003028.3	127069	-	60	20	81	30.86	104.0	tss_intergenic	High Confidence (TSS_100.4)	39212.0	8.34475420302192
TIGR4_SP_0161_TSS_158807_-	SP_0161	NC_003028.3	158807	-	60	20	81	39.51	48.0	tss_intergenic	High Confidence (TSS_100.4)	217.0	9.43478260869565
TIGR4_FMN_TSS_171694_-	FMN	NC_003028.3	171694	-	60	20	81	25.93	8.0	tss_intergenic	High Confidence (TSS_100.4)	208.0	208.0
TIGR4_SP_0182_TSS_174875_-	SP_0182	NC_003028.3	174875	-	60	20	81	30.86	24.0	tss_intergenic	High Confidence (TSS_100.4)	824.0	10.4303797468354
TIGR4_SP_0185_TSS_176785_-	SP_0185	NC_003028.3	176785	-	60	20	81	28.4	40.0	tss_intergenic	High Confidence (TSS_100.4)	3984.0	16.8813559322034
TIGR4_SP_0268_TSS_246713_-	SP_0268	NC_003028.3	246713	-	60	20	81	27.16	25.0	tss_intergenic	High Confidence (TSS_100.4)	19795.0	8.37351945854484
TIGR4_SP_0282_TSS_260843_-	SP_0282	NC_003028.3	260843	-	60	20	81	43.21	13.0	tss_intergenic	High Confidence (TSS_100.4)	913.0	913.0
TIGR4_SP_0284_TSS_262727_-	SP_0284	NC_003028.3	262727	-	60	20	81	18.52	53.0	tss_intergenic	High Confidence (TSS_100.4)	99629.0	22.6738734638143
TIGR4_SP_0286_TSS_265110_-	SP_0286	NC_003028.3	265110	-	60	20	81	32.1	32.0	tss_intergenic	High Confidence (TSS_100.4)	2564.0	9.35766423357664
TIGR4_SP_0293_TSS_271717_-	SP_0293	NC_003028.3	271717	-	60	20	81	30.86	21.0	tss_intergenic	High Confidence (TSS_100.4)	2855.0	6.81384248210024
TIGR4_srn081_TSS_274220_-	srn081	NC_003028.3	274220	-	60	20	81	33.33	421.0	tss_within_coding	High Confidence (TSS_100.4)	734.0	4.86092715231788
TIGR4_SP_0333_TSS_305466_-	SP_0333	NC_003028.3	305466	-	60	20	81	20.99	35.0	tss_intergenic	High Confidence (TSS_100.4)	1300.0	8.17610062893082
TIGR4_SP_0340_TSS_313627_-	SP_0340	NC_003028.3	313627	-	60	20	81	41.98	21.0	tss_intergenic	High Confidence (TSS_100.4)	6015.0	7.41676942046856
TIGR4_SP_0341_TSS_315198_-	SP_0341	NC_003028.3	315198	-	60	20	81	24.69	13.0	tss_intergenic	High Confidence (TSS_100.4)	600.0	8.69565217391304
TIGR4_SP_RS11690_TSS_319824_-	SP_RS11690	NC_003028.3	319824	-	60	20	81	29.63	0.0	tss_intergenic	High Confidence (TSS_100.4)	10602.0	5.57706470278801
TIGR4_His_leader_TSS_347114_-	His_leader	NC_003028.3	347114	-	60	20	81	48.15	256.0	tss_within_coding	High Confidence (TSS_100.4)	525.0	525.0
TIGR4_SP_0370_TSS_349632_-	SP_0370	NC_003028.3	349632	-	60	20	81	32.1	27.0	tss_intergenic	High Confidence (TSS_100.4)	5308.0	5308.0
TIGR4_SP_0403_TSS_383956_-	SP_0403	NC_003028.3	383956	-	60	20	81	30.86	0.0	tss_intergenic	High Confidence (TSS_100.4)	1835.0	7.52049180327869
TIGR4_SP_0412_TSS_392884_-	SP_0412	NC_003028.3	392884	-	60	20	81	40.74	231.0	tss_within_coding	High Confidence (TSS_100.4)	460.0	460.0
TIGR4_SP_0413_TSS_394045_-	SP_0413	NC_003028.3	394045	-	60	20	81	29.63	25.0	tss_intergenic	High Confidence (TSS_100.4)	486.0	5.01030927835052
TIGR4_SP_0435_TSS_408919_-	SP_0435	NC_003028.3	408919	-	60	20	81	25.93	29.0	tss_intergenic	High Confidence (TSS_100.4)	29450.0	7.05051472348576
TIGR4_SP_0438_TSS_412263_-	SP_0438	NC_003028.3	412263	-	60	20	81	29.63	34.0	tss_intergenic	High Confidence (TSS_100.4)	7792.0	16.3697478991597
TIGR4_SP_0453_TSS_426341_-	SP_0453	NC_003028.3	426341	-	60	20	81	25.93	34.0	tss_intergenic	High Confidence (TSS_100.4)	1757.0	5.06340057636888
TIGR4_SP_0473_TSS_451977_-	SP_0473	NC_003028.3	451977	-	60	20	81	17.28	15.0	tss_intergenic	High Confidence (TSS_100.4)	834.0	11.9142857142857
TIGR4_SP_0480_TSS_461963_-	SP_0480	NC_003028.3	461963	-	60	20	81	28.4	23.0	tss_intergenic	High Confidence (TSS_100.4)	1738.0	11.2857142857143
TIGR4_SP_0496_TSS_476273_-	SP_0496	NC_003028.3	476273	-	60	20	81	25.93	37.0	tss_intergenic	High Confidence (TSS_100.4)	523.0	7.06756756756757
TIGR4_SP_0521_TSS_502638_-	SP_0521	NC_003028.3	502638	-	60	20	81	28.4	38.0	tss_intergenic	High Confidence (TSS_100.4)	1127.0	4.35135135135135
TIGR4_SP_0524_TSS_504998_-	SP_0524	NC_003028.3	504998	-	60	20	81	23.46	56.0	tss_intergenic	High Confidence (TSS_100.4)	530.0	6.70886075949367
TIGR4_nan_TSS_646239_-	nan	NC_003028.3	646239	-	60	20	81	34.57	NA		Secondary TSS, High confidence		
TIGR4_SP_0670_TSS_646265_-	SP_0670	NC_003028.3	646265	-	60	20	81	24.69	76.0	tss_intergenic	High Confidence (TSS_100.4)	201473.0	5.51587909981931
TIGR4_SP_0676_TSS_651723_-	SP_0676	NC_003028.3	651723	-	60	20	81	30.86	0.0	tss_intergenic	High Confidence (TSS_100.4)	271.0	7.97058823529412
TIGR4_SP_0680_TSS_653520_-	SP_0680	NC_003028.3	653520	-	60	20	81	37.04	3.0	tss_intergenic	High Confidence (TSS_100.4)	183.0	18.3
TIGR4_TPP_TSS_691454_-	TPP	NC_003028.3	691454	-	60	20	81	22.22	13.0	tss_intergenic	High Confidence (TSS_100.4)	163.0	20.375
TIGR4_SP_RS11930_TSS_698458_-	SP_RS11930	NC_003028.3	698458	-	60	20	81	25.93	345.0	tss_intergenic	High Confidence (TSS_100.4)	612.0	7.2
TIGR4_SP_0737_TSS_701350_-	SP_0737	NC_003028.3	701350	-	60	20	81	33.33	79.0	tss_intergenic	High Confidence (TSS_100.4)	364.0	18.2
TIGR4_SP_0741_TSS_703918_-	SP_0741	NC_003028.3	703918	-	60	20	81	32.1	0.0	tss_intergenic	High Confidence (TSS_100.4)	1065.0	10.7575757575758
TIGR4_SP_0742_TSS_704875_-	SP_0742	NC_003028.3	704875	-	60	20	81	33.33	53.0	tss_intergenic	High Confidence (TSS_100.4)	1704.0	6.55384615384615
TIGR4_SP_0771_TSS_730669_-	SP_0771	NC_003028.3	730669	-	60	20	81	32.1	26.0	tss_intergenic	High Confidence (TSS_100.4)	793.0	4.69230769230769
TIGR4_SP_0781_TSS_735664_-	SP_0781	NC_003028.3	735664	-	60	20	81	24.69	11.0	tss_intergenic	High Confidence (TSS_100.4)	129.0	6.14285714285714
TIGR4_SP_0783_TSS_736734_-	SP_0783	NC_003028.3	736734	-	60	20	81	27.16	26.0	tss_intergenic	High Confidence (TSS_100.4)	1812.0	5.68025078369906
TIGR4_SP_0784_TSS_738298_-	SP_0784	NC_003028.3	738298	-	60	20	81	27.16	47.0	tss_intergenic	High Confidence (TSS_100.4)	3297.0	5.50417362270451
TIGR4_SP_0800_TSS_754301_-	SP_0800	NC_003028.3	754301	-	60	20	81	28.4	20.0	tss_intergenic	High Confidence (TSS_100.4)	9849.0	4.12609970674487
TIGR4_SP_0816_TSS_768520_-	SP_0816	NC_003028.3	768520	-	60	20	81	25.93	20.0	tss_intergenic	High Confidence (TSS_100.4)	4862.0	7.50308641975309
TIGR4_SP_0820_TSS_772579_-	SP_0820	NC_003028.3	772579	-	60	20	81	30.86	63.0	tss_intergenic	High Confidence (TSS_100.4)	4519.0	5.55842558425584
TIGR4_SP_0822_TSS_772999_-	SP_0822	NC_003028.3	772999	-	60	20	81	33.33	24.0	tss_intergenic	High Confidence (TSS_100.4)	35450.0	5.80766710353866
TIGR4_SP_0839_TSS_787631_-	SP_0839	NC_003028.3	787631	-	60	20	81	29.63	21.0	tss_intergenic	High Confidence (TSS_100.4)	450.0	8.65384615384615
TIGR4_SP_0851_TSS_798201_-	SP_0851	NC_003028.3	798201	-	60	20	81	29.63	0.0	tss_intergenic	High Confidence (TSS_100.4)	635.0	8.81944444444444
TIGR4_SP_0872_TSS_820186_-	SP_0872	NC_003028.3	820186	-	60	20	81	18.52	3.0	tss_intergenic	High Confidence (TSS_100.4)	384.0	6.98181818181818
TIGR4_SP_0894_TSS_846766_-	SP_0894	NC_003028.3	846766	-	60	20	81	28.4	25.0	tss_intergenic	High Confidence (TSS_100.4)	10243.0	6.52005092297899
